danceability	energy	key	loudness	mode	speechiness	acousticness	instrumentalness	liveness	valence	tempo	id	duration_ms	time_signature	genre
0.754	0.666	0	-12.301	1	0.0581	0.0335	0.31	0.172	0.764	136.42	7tWBERAcKvkrQgVa4X8jcd	209534	4	dark cabaret
0.483	0.722	0	-8.186	1	0.101	0.0359	0.00101	0.0358	0.886	126.062	5heY3s7Sg0j0EV34wJhyGx	197047	4	deep new americana
0.674	0.35	10	-15.915	0	0.0851	0.558	0.905	0.268	0.463	77.011	0gwlv10yJA6c48ndQGA4xV	182000	4	chillhop
0.48	0.0392	4	-16.526	1	0.0794	0.918	0	0.0948	0.2	74.07	7hjmfE20C1nXRUN4QnLCPX	288500	5	cantautor
0.681	0.532	11	-8.059	0	0.105	0.266	0.00981	0.119	0.841	178.076	0kr5746WHJ97JvE8zz0VJd	299640	4	musical advocacy
0.215	0.38	9	-8.199	1	0.0326	0.783	0.513	0.125	0.23	160.197	0KBohkkuxzf2EDf0hmmEYm	69606	4	compositional ambient
0.788	0.697	1	-5.472	1	0.0476	0.18	1.07e-05	0.0562	0.497	96.01	1NSGWR6fHoa6Y6OVxfKUVZ	273250	4	cumbia sonidera
0.571	0.481	0	-12.476	1	0.0407	0.163	0.135	0.377	0.715	83.959	3wlcfxXr4c9bUvIkJ1GNNU	125368	3	chillhop
0.614	0.956	11	-4.574	0	0.197	0.0898	0	0.397	0.574	139.983	3j0Mk9VboZxqqNhUyKttkz	192336	4	latin viral rap
0.402	0.76	4	-5.049	1	0.0569	0.592	0	0.142	0.26	79.136	6KPlwz2rUKqfZrkxLlMnsG	236085	4	italian progressive rock
0.798	0.876	0	-3.82	1	0.362	0.525	1.42e-06	0.168	0.759	91.837	5eDbS62GsErdFkEWZKzrbD	173653	4	dominican pop
0.408	0.98	2	-4.901	0	0.0706	0.00311	0.263	0.341	0.349	137.981	55vZNUNnhlcB8XY3MJpC8Q	172174	4	deep uplifting trance
0.628	0.746	6	-5.125	1	0.0431	0.566	3.01e-06	0.0934	0.792	104.917	0xGT11ONys7Zzf0xm7HDqv	151379	4	lds youth
0.679	0.468	8	-7.807	1	0.458	0.518	0	0.546	0.65	97.588	4GACNuuPrBvXcMlD6895SA	134635	3	children's music
0.226	0.308	11	-18.93	1	0.365	0.881	0.000727	0.394	0.0573	76.514	3QUusBantutWhaztDNl5WE	90027	4	belgian indie
0.569	0.445	9	-8.831	1	0.0295	0.403	0	0.125	0.516	133.9	0nTBf8aaCuQdiHQ3SMsSsT	241500	4	indonesian pop
0.477	0.647	2	-9.874	1	0.0708	0.095	0.223	0.99	0.616	119.158	4VwTHz6iaqmUk5pHh5UXEi	523282	3	blues rock
0.636	0.905	4	-5.149	0	0.0453	0.091	0.422	0.105	0.357	124.974	0nRSoJxUMDqgwtHgUjOFnV	242184	4	house
0.479	0.103	4	-12.873	1	0.0302	0.889	0	0.122	0.419	93.128	2H50pZiVqRDpQIJNjHZWk9	240733	4	honky tonk
0.804	0.621	1	-7.496	1	0.0656	0.0115	0.725	0.0362	0.563	93.999	5p2W3ymWoaWScmq10G1q1V	214825	4	cumbia sonidera
0.219	0.85	7	-7.656	1	0.0633	0.000203	0.819	0.119	0.148	174.952	0BVYDK8ei7zSuRvy24rbLj	385333	4	anime score
0.356	0.339	5	-10.893	0	0.0369	0.508	3.28e-06	0.355	0.287	74.975	07JZJ9YJRaiUAz9Bv8wgwH	226728	4	opm
0.695	0.855	0	-4.102	1	0.16	0.0963	0.628	0.624	0.337	160.051	2T4zm5QhX9Y2NEAU58vxht	90361	3	bass trap
0.789	0.84	1	-5.592	1	0.238	0.0125	0.262	0.0725	0.461	154.921	2xsrtbjQdt39LhpRptZw07	133120	4	phonk
0.702	0.256	2	-10.541	0	0.461	0.99	0.741	0.123	0.153	107.132	7njjwVXioi8dMjfJgkhcZD	118387	4	classic j-rock
0.48	0.718	2	-4.187	1	0.0349	0.426	0	0.162	0.545	174.02	6PiaO92uPOPDWg6RlSQxcg	214562	4	k-pop
0.613	0.761	9	-11.207	1	0.0392	0.292	0.862	0.184	0.147	120.006	7kHEc7NXboTK83qevUsDTT	225999	4	experimental pop
0.514	0.763	10	-7.471	1	0.0575	0.0183	0.0144	0.135	0.424	142.241	3X3W8F7qnSpYSeQ6iTLvnw	231582	4	cumbia sonorense
0.16	0.308	7	-17.073	1	0.0394	0.855	0.881	0.256	0.0393	132.915	07vcoJaZllv8f0mMkpm3nJ	305347	5	icelandic pop
0.308	0.275	9	-9.176	1	0.0288	0.604	0	0.69	0.204	95.114	7sQg8rKhrzwaOBFzuPPBKZ	104867	5	australian talent show
0.332	0.126	6	-16.563	1	0.048	0.923	0.00315	0.427	0.0835	70.845	1BzaqGaMh0B6GPnCkXPxp0	378934	4	indie pop
0.62	0.308	8	-14.619	1	0.0477	0.246	0	0.121	0.284	90.034	3MF3aFnWhl7H9QrmKQdnK8	247920	4	c-pop
0.69	0.232	5	-13.173	0	0.0284	0.583	0.848	0.0946	0.475	123.968	5J2ZPekYbOZBDQXW3onays	252333	4	downtempo
0.569	0.0642	10	-14.607	1	0.0369	0.947	0	0.113	0.381	98.922	2BqcgeFl0ETBFCsN0rjeVI	237350	4	double drumming
0.571	0.4	2	-9.567	1	0.0255	0.814	0.0185	0.14	0.407	89.896	3cuCJQF3g7XAykGuIhgDVm	216907	4	cancion melodica
0.489	0.935	7	-5.326	1	0.0563	0.00531	1.2e-06	0.095	0.641	124.704	2LXoRsswIZmia8quZ73rqm	214267	4	mellow gold
0.654	0.521	10	-11.163	1	0.0371	0.426	0.013	0.309	0.744	164.715	1MzmWZj1cyInYANXURXI1p	192653	4	blues
0.69	0.894	4	-7.277	0	0.0596	0.0177	0.799	0.11	0.323	138.0	5kElAiWCna42paMRY7ngZi	433043	4	german trance
0	2.03e-05	5	-37.323	1	0	0.426	1.0	0.111	0	0	5dKbYWDWfpH3JhSQfgQjzE	71027	0	white noise
0.37	0.493	8	-9.758	1	0.0427	0.562	0.841	0.759	0.217	103.853	2OZNvwLn5th44wi49BwQJK	304387	4	mellow gold
0.564	0.852	5	-6.224	1	0.029	0.0141	0.893	0.32	0.705	119.879	1VWvxVILVBs9TZ0ngye6DW	424000	4	ambient
0.882	0.874	6	-4.518	1	0.141	0.0173	1.84e-06	0.152	0.842	107.88	7yFWGNwgCJCZuf26chEeQV	227933	4	dance pop
0.804	0.637	11	-3.187	1	0.0542	0.47	0	0.969	0.732	113.979	4ppVttjTktJ31YmEJa5Io1	175205	4	arrocha
0.834	0.12	11	-12.404	0	0.363	0.314	0.859	0.101	0.442	77.019	74Zf21EHRw3gWn6nGx1WvQ	167143	4	chillhop
0.549	0.977	8	-4.906	1	0.0513	0.000582	0.904	0.324	0.25	137.991	7ju9l3vOySwv0OQ3WuwwSq	432925	4	german techno
0.73	0.903	4	-6.24	0	0.041	0.517	0.161	0.635	0.721	108.009	1eZPvSspniDA2U0kItLwsw	236412	4	electronica
0.577	0.984	3	-3.673	1	0.0954	0.0934	0.665	0.349	0.667	144.241	5mHTb4rxbghHDXfsuyOnyM	270292	4	la pop
0.733	0.983	6	-4.475	0	0.0513	9.84e-05	0.807	0.299	0.599	155.012	3GWpi7iezyVyhHIXHU7MTT	164129	4	hard bass
0.496	0.63	1	-13.777	0	0.0377	0.66	0.131	0.187	0.642	107.247	6XXlSwXfv1i9woLNNLEWEq	459333	4	jam band
0.397	0.38	2	-6.381	1	0.0271	0.599	0	0.19	0.229	147.262	455YdcK3mzBlbQcnH4I6ld	162853	4	dance pop
0.575	0.969	1	-6.741	0	0.0425	0.0105	0.683	0.118	0.0368	122.998	3lAokHaFHpP4NZrh2oWgmh	244146	3	dance pop
0.458	0.843	2	-4.524	1	0.0367	0.0427	1.49e-05	0.116	0.269	81.593	07tM4Te5VXc1JX9pSe7hHS	243200	4	new romantic
0.55	0.259	10	-9.907	1	0.0304	0.387	0	0.115	0.341	120.01	49N9lIg39BSlu2r6ZnJ1G3	259194	3	opm
0.518	0.181	9	-11.899	1	0.0508	0.782	0	0.233	0.301	133.185	4MFrUwl3OAzGAuureHK4cM	318147	4	broadway
0.221	0.557	0	-8.416	1	0.0381	0.314	0	0.713	0.329	151.764	1dq3h4k2EdUuQOJ0OAeBFN	275493	4	new americana
0.578	0.907	5	-2.357	1	0.0292	0.00623	0	0.316	0.832	121.229	08WMcRBYuUEzTnbQ5v9wuq	264711	4	classic j-pop
0.373	0.993	9	-4.101	1	0.262	3.56e-05	0.0343	0.958	0.0558	175.091	4yADFCeTlICXnrxRatXHrk	201133	4	alternative metal
0.592	0.776	6	-6.634	1	0.0312	0.0293	0.188	0.29	0.174	127.993	5gGr2RvBtngp6dFgshVbl2	186549	4	dance pop
0.451	0.312	8	-11.675	1	0.0458	0.85	0	0.0999	0.656	204.084	7cUrqt1Uqb9OEWvog8xIrB	229907	4	c-pop
0.492	0.469	7	-7.815	1	0.0324	0.0154	0	0.682	0.116	111.008	2ABIjmBh5ghyglr5zPYrVA	125758	4	australian talent show
0.523	0.966	8	-2.073	1	0.126	0.00078	0	0.0608	0.535	160.067	1dcpb7dKmsPyY8u2aw6OKd	265723	4	german oi
0.648	0.72	10	-6.962	1	0.0294	0.393	0.000145	0.239	0.832	103.435	3I9d2Bgygm5f82UDL1mpCz	287280	4	album rock
0.604	0.723	10	-5.828	0	0.0305	0.332	0	0.0929	0.601	139.122	4N14zpfgrRzC87uvx6X4zJ	354493	4	classic italian pop
0.725	0.912	9	-3.665	0	0.0851	0.155	7.68e-05	0.107	0.674	104.054	2a6vHSWc5vuPJrypTjCfRx	184433	4	desi pop
0.381	0.726	6	-9.901	0	0.0316	0.0646	0.908	0.426	0.519	97.81	7LDfyl1RNjf8RXtQD3wiFd	229565	4	australian indie
0.429	0.168	0	-19.697	1	0.0487	0.993	0.883	0.104	0.289	76.34	4I05cRs7cIEhbyIPgvSfy6	157728	3	otacore
0.73	0.12	0	-21.541	1	0.0425	0.974	0.793	0.129	0.208	68.024	3eSJhqznjH0wrOCJMQ8tZu	162625	4	chillhop
0.49	0.445	3	-9.128	1	0.0294	0.65	0	0.124	0.365	153.791	7nYY9PTFhqqTHTg9zBSDKV	223440	4	heartland rock
0.479	0.182	4	-12.852	1	0.0597	0.94	0	0.112	0.202	81.196	4O7rdFqUpcAVZgeacPK3kk	199250	4	k-pop
0.388	0.997	0	-1.617	1	0.118	5.74e-06	0.402	0.314	0.11	165.003	2ZyVfk3fzm3NImumuHYp6Q	207507	4	album rock
0.43	0.264	2	-15.309	1	0.063	0.797	5.68e-06	0.326	0.286	104.083	3UDb3MiDrkUPLMvKBWy0Sn	240419	4	c-pop
0.392	0.523	5	-10.765	1	0.0287	0.209	0.00852	0.692	0.265	92.234	7yqxCxQFrX7QqW7slElcQD	226720	4	country
0.513	0.62	1	-6.849	1	0.0317	0.483	0	0.0797	0.196	97.869	2O6y8426AZzwbDE6QcLqOi	384947	4	album rock
0.529	0.142	9	-18.17	1	0.0373	0.867	0.905	0.0826	0.166	69.956	1FeT7blPW6CQ5uoDxctN7j	260000	4	chillhop
0.474	0.974	7	-6.206	0	0.0451	0.00285	0.000647	0.12	0.0848	94.997	6CbYWv5kS1mAzeAY63ypzU	284211	4	classic hardstyle
0.382	0.414	2	-8.936	1	0.0494	0.71	0	0.146	0.494	123.779	05i86fAoNXHRcgPy5FVHh6	112507	4	australian talent show
0.498	0.847	2	-8.759	0	0.0401	0.000139	0.932	0.115	0.289	125.009	0ynKnw3h4z7m9rasQD7EMD	176640	4	progressive house
0.39	0.986	8	-10.423	0	0.154	0.231	0.613	0.879	0.0399	138.018	5UHawBNe8MgLIxccVJ1T13	106031	4	belgian edm
0.777	0.66	5	-5.949	0	0.108	0.616	0.701	0.102	0.796	145.976	65nVpAqDF0F0MstaW6FrFK	79400	4	anime score
0.294	0.653	2	-5.522	1	0.0341	0.000135	0.0199	0.113	0.328	99.83	607pqN36tBQlPn9sQPNY5O	204520	4	alternative rock
0.338	0.904	5	-12.851	0	0.161	0.433	0.134	0.91	0.0394	85.128	4G5U1v4Zm7oHAxUITgn0z7	38827	3	hard rock
0.27	0.928	1	-7.096	1	0.065	0.000534	0.844	0.333	0.0661	90.653	7yXZTYqKQ1DDWmyuU4oCKa	320400	4	german metal
0.52	0.297	2	-17.211	1	0.0449	0.753	0.000562	0.109	0.677	156.059	2WMVbNHgPuBoH7jYFKpA2g	202267	4	classic rock
0.712	0.508	7	-9.562	1	0.0343	0.441	1.13e-05	0.286	0.796	123.002	2SFwAObMpqOyeeCjLPxXOT	142425	4	brill building pop
0.772	0.674	2	-5.645	1	0.171	0.414	0.000714	0.277	0.92	104.932	0nFzG5DFdcuqUZUSoPPihI	177200	4	panamanian pop
0.243	0.632	7	-19.029	1	0.224	0.14	0.795	0.38	0.0393	82.546	5DHeTuZM4PEQPLzMgqEvtj	168947	4	album rock
0.55	0.909	7	-5.043	1	0.0444	8.41e-05	0.803	0.731	0.719	90.017	6q6Etn2bpFRO59daD2r3Z5	95987	4	downtempo
0.665	0.945	6	-4.531	1	0.0423	0.0216	0.69	0.0948	0.252	103.486	4Vb8CqP2qhyPolnu729yIS	119274	4	full on
0.495	0.334	11	-7.297	1	0.0326	0.669	0	0.109	0.343	142.344	3OG2MwfPXYLvPMF4CK4Mo0	180653	4	contemporary country
0.614	0.804	10	-7.966	1	0.0333	7.23e-05	0.942	0.242	0.972	137.823	0qLqhLPYSnaZvo4pAJIiPI	83670	4	viral rap
0.712	0.735	8	-5.284	1	0.21	0.117	0	0.167	0.774	180.218	2IgzajjY7h18gjHvQ3LKZ5	222165	4	social media pop
0.639	0.385	5	-10.068	1	0.0258	0.00082	0.362	0.112	0.108	109.983	5FUy0EjfGquuhHL5qg3t1T	253253	4	chamber psych
0.804	0.761	10	-4.237	1	0.164	0.143	0	0.198	0.806	94.034	1DbAHtgCbgMFGir1m8YxVB	152526	4	brooklyn drill
0.353	0.664	7	-8.472	1	0.336	0.548	4.83e-05	0.458	0.214	171.334	6k07poaGGgQWBYbEaaSV2n	211395	4	indie poptimism
0.591	0.785	9	-7.768	1	0.161	0.161	0	0.126	0.785	106.002	3eSJmGWqoBRx5wbFCtvPtz	217547	4	latin pop
0.866	0.275	3	-11.3	1	0.0901	0.413	0.00744	0.101	0.819	140.121	0GvkYGfvARyRBLK0dQV2JR	198627	4	boston hip hop
0.612	0.577	0	-5.144	1	0.0357	0.394	3.45e-06	0.0814	0.405	157.617	3UgduSS2bCMmatRox69u3g	308880	4	classic italian pop
0.641	0.544	7	-12.257	1	0.405	0.0958	0.000422	0.332	0.438	121.752	6O3Tg7tkJZvt2DY8u4IUtb	126331	5	detroit hip hop
0.663	0.512	8	-11.039	1	0.0439	0.0742	2.49e-06	0.266	0.399	109.886	4M3FoD9yMynVhQsrk5SIsy	125460	4	emo rap
0.8	0.658	1	-6.142	0	0.079	0.25	0	0.111	0.462	140.042	7hxHWCCAIIxFLCzvDgnQHX	195429	4	pop rap
0.922	0.736	8	-7.776	0	0.249	0.253	0	0.104	0.619	92.034	1PfZDTQSsNhhG3xvTtdxNV	94154	4	indie hip hop
0.761	0.668	4	-7.081	1	0.273	0.285	1.85e-06	0.122	0.455	83.047	7eDrxsh5PQnsqiVNZxN9Z6	224400	4	indie pop rap
0.746	0.69	11	-7.956	1	0.164	0.247	0	0.101	0.497	89.977	7ytR5pFWmSjzHJIeQkgog4	181733	4	north carolina hip hop
0.701	0.716	7	-3.671	0	0.0361	0.174	0	0.324	0.732	91.007	4jPy3l0RUwlUI9T5XHBW2m	140533	4	cali rap
0.728	0.431	6	-9.966	0	0.0622	0.749	0	0.0996	0.629	130.022	5RqR4ZCCKJDcBLIn4sih9l	147800	4	melodic rap
0.7	0.444	10	-12.408	0	0.53	0.291	8.38e-05	0.623	0.468	102.017	5ieYv6SThGLTW2hoPjTCCv	208012	4	perreo
0.352	0.0697	2	-24.762	1	0.0449	0.808	0.935	0.145	0.114	189.955	4ZU0VAYzClR9hVMwWvBDaw	202105	3	chillhop
0.774	0.554	0	-7.909	1	0.0383	0.207	0	0.132	0.349	99.034	6wJYhPfqk3KGhHRG76WzOh	162547	4	melodic rap
0.878	0.525	5	-6.832	1	0.0578	0.183	0	0.0714	0.694	112.022	1Cv1YLb4q0RzL6pybtaMLo	158571	4	bedroom soul
0.726	0.431	8	-8.765	0	0.135	0.731	0	0.696	0.348	144.026	7eJMfftS33KTjuF7lTsMCx	173333	4	sad lo-fi
0.546	0.608	1	-6.261	1	0.209	0.0567	0	0.0664	0.37	98.036	3dHPrCQhlKcCPA9QMwGgOm	204941	5	dance pop
0.928	0.341	11	-10.196	0	0.103	0.0614	0	0.162	0.745	129.966	7o4gBbTM6UBLkOYPw9xMCz	170233	4	pop rap
0.792	0.641	6	-5.463	1	0.41	0.0438	0	0.0513	0.713	143.979	2ri6f2r2nPGPjyd4pfSefK	141642	4	brooklyn drill
0.785	0.431	10	-8.756	0	0.0364	0.123	0	0.0887	0.236	127.085	0Aqi7ArnBrGblW5T6p2jmD	159382	4	melodic rap
0.907	0.393	4	-7.636	0	0.0539	0.451	1.35e-06	0.135	0.202	104.949	3J8EOeKLTLXORtWPpOU5bE	205458	4	brooklyn drill
0.614	0.68	6	-4.58	1	0.0289	0.369	1.84e-06	0.115	0.707	149.959	6foY66mWZN0pSRjZ408c00	234347	4	contemporary country
0.572	0.406	10	-8.624	1	0.0427	0.587	4.48e-06	0.102	0.265	119.812	2nC3QhMI9reBIOWutbU3Tj	201084	4	alt z
0.789	0.536	6	-6.862	1	0.242	0.41	0	0.129	0.437	81.039	18vXApRmJSgQ6wG2ll9AOg	165926	4	chicago rap
0.802	0.591	8	-4.895	1	0.225	0.0104	0	0.196	0.309	139.864	6gi6y1xwmVszDWkUqab1qw	157712	4	rap
0.744	0.845	4	-7.422	0	0.253	0.759	0.232	0.1	0.749	75.221	0SIAFU49FFHwR3QnT5Jx0k	160000	4	orlando indie
0.737	0.802	0	-4.771	1	0.0878	0.468	0	0.0931	0.682	144.015	35mvY5S1H3J2QZyna3TFe0	172325	4	dance pop
0.629	0.692	5	-8.045	1	0.0376	0.00981	0.331	0.603	0.453	162.948	527k23H0A4Q0UJN3vGs0Da	167916	4	pop
0.863	0.631	7	-4.689	1	0.0534	0.305	3.04e-05	0.123	0.817	128.977	4nK5YrxbMGZstTLbvj6Gxw	223480	4	alt z
0.785	0.721	8	-5.457	1	0.0506	0.0149	0.00432	0.285	0.894	121.962	2Wo6QQD1KMDWeFkkjLqwx5	176219	4	melodic rap
0.458	0.996	6	-2.528	0	0.0984	0.0179	0.861	0.124	0.364	75.035	4hSm8pkwQCrIVgUET79zwy	132963	4	swedish eurodance
0.399	0.491	6	-10.778	0	0.0538	0.0563	0.00089	0.11	0.151	91.066	6AGOKlMZWLCaEJGnaROtF9	210463	4	bedroom pop
0.304	0.742	8	-6.227	1	0.0668	0.00128	0	0.115	0.279	180.541	5w7TpgrPzWAEuAg0PSQukj	209931	4	eurodance
0.767	0.481	0	-8.52	0	0.0803	0.234	0	0.269	0.761	150.076	1xQ6trAsedVPCdbtDAmk0c	171375	4	nz pop
0.861	0.48	7	-8.433	1	0.0512	0.0459	0	0.351	0.278	99.972	2yGk5A4oipC4jvDLIVlQIJ	178840	4	g funk
0.824	0.591	2	-6.989	1	0.206	0.289	0	0.414	0.245	116.014	0lMdefFBuqbZ9NJzZesqVD	126207	4	underground boom bap
0.883	0.415	6	-8.571	0	0.174	0.35	0	0.063	0.318	76.986	06ioYJ99HHjzRk8HrGfkKS	155867	4	alt z
0.314	0.631	7	-8.167	1	0.0756	0.46	0	0.0811	0.224	96.301	5Y1id2NTv2M7x2g2V2q1Sz	217997	4	dance pop
0.718	0.403	2	-11.064	0	0.205	0.263	1.56e-06	0.228	0.636	129.582	4IOYk6epkzXT38U4ShauZ6	177856	4	viral rap
0.474	0.623	2	-10.828	1	0.0925	0.562	0	0.146	0.448	119.698	5IvjRPwzQnovVF46cKNmya	277301	4	comic
0.369	0.349	10	-13.375	1	0.027	0.436	0.916	0.219	0.0963	93.349	6KGVPUONOEp9UagQRIFe4C	254200	4	experimental guitar
0.882	0.736	3	-2.892	0	0.116	0.00222	0	0.0515	0.582	125.995	26spalP6x2gUAab8rwB8dQ	194547	4	k-pop
0.51	0.923	10	-4.433	0	0.239	0.000253	0.00348	0.104	0.297	138.043	3zDGyp5Ef5F8Wyaq0EpYxq	241750	4	j-rock
0.526	0.28	0	-9.286	1	0.0512	0.938	1.55e-06	0.107	0.346	130.252	0mJ35OaQMtOxmFhH0owTxS	143977	4	permanent wave
0.614	0.914	8	-6.871	0	0.536	0.151	0.000793	0.107	0.399	171.818	2SY7x3DWELQRTvG7W4dBsj	159157	4	dark trap
0.603	0.815	0	-3.572	1	0.0904	0.0361	0	0.133	0.79	105.254	09yuQ2v1mHGWZVrpQB1Oj4	214919	4	latin hip hop
0.842	0.708	0	-2.941	1	0.148	0.078	0	0.168	0.84	130.126	69KF3MSSC6GZPXqWf47cu5	74592	4	chicago rap
0.479	0.777	5	-5.261	0	0.381	0.0137	0.138	0.117	0.378	176.667	3uaLbGavlMeIwVpSgGLemy	252469	5	deep psytrance
0.713	0.412	1	-10.714	1	0.16	0.00343	0.000152	0.347	0.0529	127.89	1dsv9gQ8J2f9YV0HfOwjc5	150067	4	pluggnb
0.462	0.505	4	-8.834	1	0.0618	0.575	0.00192	0.341	0.217	97.227	2wIWxJLkqRurxd0xWy39JU	197959	4	reggae en espanol
0.643	0.613	10	-6.297	0	0.0853	0.334	2.54e-05	0.144	0.52	153.853	0ktUOmqwFOpdPqqGMnmHqm	159500	4	hopebeat
0.821	0.436	3	-12.653	0	0.076	0.532	1.58e-05	0.0826	0.282	97.966	0ZxA85Z4olp3PfhnX79wV1	215510	4	social media pop
0.39	0.981	5	-2.846	0	0.106	3.36e-05	0	0.409	0.313	170.022	6yYq1ukH5S3ZJMm5S3v8PS	167127	4	socal pop punk
0.451	0.901	8	-5.57	0	0.449	0.0341	4.82e-06	0.344	0.327	143.963	3PMGQUgKrbYYpfFMLFfI2Z	198333	4	drift phonk
0.951	0.552	9	-10.538	1	0.301	0.345	1.9e-05	0.075	0.53	130.016	5V3gMmabjqUp6wniMW5ja1	167371	4	viral rap
0.418	0.352	5	-13.145	1	0.037	0.874	0.938	0.0866	0.0778	117.014	2NsAHWR89AnXpCd3Ni6k11	309006	4	korean pop
0.418	0.24	3	-16.701	1	0.0415	0.993	0.93	0.109	0.126	77.023	0SuMbTB0QFqgJdIRIfEAqB	155452	3	focus
0.85	0.353	1	-11.135	0	0.501	0.748	0	0.224	0.675	140.001	5JdIO3MAyDIwCsMOsijA78	123427	4	canadian hip hop
0.621	0.574	9	-8.768	0	0.0308	0.613	0.293	0.159	0.409	90.004	1MI6cDLkjRcDQOnwgsRAqT	293640	4	k-indie
0.677	0.571	7	-8.248	1	0.265	0.0751	0	0.212	0.647	77.013	03XMuFEhkQNDyaR5BRfMoa	190325	4	christian hip hop
0.622	0.802	9	-4.969	0	0.167	0.17	0	0.263	0.764	124.859	2FGh2ref26EwA3Z5st5oHb	144910	4	edm
0.451	0.734	6	-7.316	0	0.0355	0.437	0	0.11	0.783	96.553	7pQkDLtcJ9ayVJ8Cfk3bQy	175337	4	corrido
0.875	0.784	0	-7.013	1	0.0879	0.0567	8.92e-06	0.216	0.833	118.016	0P6g6U4gfC9fNKyjzuMMDu	252839	4	cubaton
0.701	0.811	10	-5.096	0	0.0353	0.0311	0.0204	0.082	0.743	109.027	4YW8YoVfEZTynrEvWeLbRc	239717	4	pop rap
0.683	0.74	2	-6.532	1	0.0431	0.195	0.00192	0.308	0.319	113.969	7dVj0j0mpRYOlLqYtqPVSQ	180000	4	south african alternative
0.773	0.683	4	-4.647	0	0.0301	0.117	0	0.0822	0.928	91.973	3psmeINUlupHFljoTKs2pT	227960	4	australian alternative rock
0.822	0.612	1	-7.833	0	0.0755	0.0734	0	0.578	0.926	150.907	0RS9hBBVHh1VsIuN1hZfBp	175430	4	social media pop
0.696	0.742	1	-6.449	1	0.224	0.155	0	0.168	0.292	85.98	4MXfo92TO43vIhVRbPLoyp	217458	4	indie soul
0.583	0.643	3	-5.338	1	0.0775	0.492	0	0.225	0.691	154.133	7MXtr93z4ltQzhfIxYnYWX	217253	4	korean pop
0.576	0.73	8	-6.497	1	0.0289	0.0836	0.000479	0.127	0.732	121.99	46hM1nd7rXl759Luyy3dIV	278094	4	city pop
0.813	0.649	11	-6.593	0	0.26	0.605	0	0.0901	0.613	120.019	7t4GCnsTKX7oBxDJQZtdv9	166685	4	turkce drill
0.501	0.816	1	-6.464	1	0.0311	0.000154	0	0.0845	0.565	150.04	63pkzcypsyiOkQcSBGgRAg	187201	4	antiviral pop
0.464	0.933	9	-7.517	1	0.087	0.00493	0.899	0.172	0.226	159.959	1GvON6kY03WIDm9As0FA1T	338059	4	trance brasileiro
0.625	0.261	9	-7.66	1	0.0265	0.756	0	0.13	0.233	74.013	01nWmkzHrNKfURDi4xF3bu	236957	4	dance pop
0.403	0.835	9	-6.682	1	0.0538	0.000355	0	0.0738	0.28	143.94	7fysjdB0TXnmGrZpOClTOL	369270	4	ccm
0.679	0.968	2	-1.79	1	0.0744	0.012	0.728	0.0529	0.211	130.02	2Y9VShrN7eDx8BXzDXI4fZ	180923	4	electro house
0.592	0.797	11	-7.155	0	0.101	0.209	0	0.374	0.698	110.007	13AD9WSKhLSAZ8awiYofHp	251455	4	cantautor
0.704	0.764	4	-6.508	0	0.026	0.167	0	0.235	0.709	100.018	5Z3eEWd02O1RekV96ohDPx	285611	4	musical advocacy
0.458	0.663	9	-4.498	0	0.037	0.0177	0	0.133	0.379	79.835	4GMk4ug8bK6HP67y5dvq2U	193693	4	modern rock
0.333	0.281	10	-8.262	1	0.0274	0.893	0	0.0995	0.265	145.621	1J8XSCdtJZ9sl37s18U1vm	178547	4	british soul
0.727	0.822	5	-4.929	1	0.0518	0.00251	0.56	0.388	0.0385	125.995	6DF92LToyzm7k0B0jq3pBd	121554	4	big room
0.462	0.769	7	-7.183	0	0.105	0.0738	0.000435	0.0855	0.583	91.464	3winpQdbVjvkjLmv0V23wh	224328	4	canadian pop
0.527	0.867	9	-5.854	1	0.145	0.0132	0.000358	0.612	0.184	128.04	69yWHw7ZdTfYnpk67pdj3a	210907	4	indie pop
0.712	0.829	0	-5.847	1	0.0248	0.125	4.85e-06	0.0729	0.769	123.814	5zAQ0EVwLhDESwDgoFtuLe	199679	4	europop
0.68	0.805	8	-3.232	0	0.0801	0.0134	0.0558	0.237	0.865	132.005	4HTwtT08PGNr6GrikqP9w9	203920	4	alternative dance
0.701	0.631	7	-7.564	1	0.116	0.0176	6.87e-05	0.304	0.553	173.951	51fGhRZnTQbHKaYdpjygpG	236656	4	dancehall
0.848	0.87	11	-4.014	0	0.0395	0.172	0.795	0.247	0.25	120.013	1oOOiIOR4OXntHkpSvytwb	212016	4	german techno
0.494	0.19	3	-9.035	1	0.0314	0.971	0	0.143	0.348	130.138	7L9iiGbLG2zyjS8KR74MoC	179393	4	argentine hip hop
0.674	0.851	11	-2.655	0	0.353	0.222	0	0.054	0.721	98.032	0CgkBouReRphvQ2ZEQW9mU	628793	4	dembow
0.645	0.494	3	-8.039	0	0.119	0.037	2.06e-06	0.108	0.521	118.065	16xdKba6zqVvsDvrsamL3q	80339	4	christian hip hop
0.191	0.112	11	-31.741	1	0.043	0.992	0.893	0.0741	0.0399	141.077	1r4aHCgkZhCuy91UmoVuVI	82587	4	deep soundtrack
0.796	0.426	0	-8.564	1	0.0393	0.305	0.000122	0.117	0.515	120.024	2zpXEpZbAgQdhNyy6iwPwZ	232176	4	emo
