danceability	energy	key	loudness	mode	speechiness	acousticness	instrumentalness	liveness	valence	tempo	id	duration_ms	time_signature	genre
0.526	0.686	0	-6.269	1	0.0293	0.124	0.15	0.626	0.483	104.009	3RHA1WAU99fvTa7Uy10kYt	216880	4	album rock
0.456	0.903	11	-7.994	1	0.0922	0.167	0.000197	0.981	0.693	203.91	0JtqfJOjWqqcKzUo3Bai4H	277964	4	album rock
0.441	0.318	10	-11.947	1	0.0904	0.721	0	0.802	0.217	145.965	1ROdEjSQNMGFvckeRu68SE	476013	5	classic rock
0.702	0.6	10	-9.038	1	0.0375	0.0173	0.00133	0.0541	0.96	144.992	38fMbYxrr5Hnjcb1v29OBP	216764	4	cumbia ecuatoriana
0.716	0.622	11	-9.16	1	0.0347	0.368	0.00263	0.0902	0.694	140.066	775CXeXucEa1wd6rPuFcWC	156667	4	album rock
0.314	0.976	10	-4.02	1	0.194	0.000141	0.018	0.656	0.308	120.024	1agORczA2tH27emvxmZKCu	226696	4	blackened deathcore
0.542	0.343	9	-12.458	1	0.0429	0.87	0.794	0.0759	0.0394	68.067	1VgxkORjuXeZ9h7w1kZxmw	176471	4	chillhop
0.435	0.66	9	-5.107	0	0.0794	0.00252	0.365	0.162	0.172	171.021	31ssMZvBT4qD8j0uoAd4QR	290554	3	otacore
0.577	0.67	1	-7.366	1	0.0312	0.306	0.000285	0.0874	0.669	178.179	2Q6KbXzj4i8n10MJ1LktEo	262448	4	kawaii edm
0.632	0.627	7	-6.556	1	0.0652	0.000706	0.0229	0.0543	0.483	174.041	7kqB3o8wqP0tkx95clZ08G	402920	4	new wave
0.503	0.92	10	-8.245	0	0.0337	0.0189	0.363	0.13	0.55	100.889	6kLH7KcnK1n1ISBpoWSHEG	330227	4	art pop
0.535	0.751	2	-4.91	1	0.182	0.19	0	0.108	0.213	77.248	5uDCagy7HnW0b3qBHfaOAO	205714	4	florida rap
0.769	0.598	1	-6.916	1	0.0473	0.0049	0	0.161	0.15	145.035	0qYotAhNzAECQYzv411A2C	140120	4	plugg
0.876	0.765	9	-6.554	0	0.269	0.119	5.2e-06	0.0826	0.729	115.072	0YETkmonJ718JRimG5zJOm	131381	4	dance pop
0.894	0.647	7	-9.132	1	0.625	0.0652	0	0.108	0.408	139.89	7FviRM5mEsU5wdo7BHp1eL	118015	4	viral rap
0.635	0.676	9	-7.745	1	0.0406	0.177	0.00499	0.353	0.538	154.958	6NBe78tCxt9En9DVbXmRcJ	283839	4	indie pop
0.764	0.685	8	-5.548	0	0.0599	0.27	0	0.318	0.925	82.027	3oGmgZydQ4SyFGHtv6nKlr	187720	4	colombian pop
0.745	0.642	7	-6.257	0	0.287	0.0204	0	0.0658	0.226	179.974	1lOe9qE0vR9zwWQAOk6CoO	131240	4	melodic rap
0.519	0.852	10	-4.329	0	0.0532	0.000493	0	0.0966	0.384	132.988	2OWOwLkn4RYJsTtgvPRmlo	189013	4	british alternative rock
0.751	0.727	10	-9.789	0	0.0304	0.0442	0.0338	0.1	0.28	119.982	4IlqQhaxrGPxmg35YcXXuS	256000	4	chicago house
0.621	0.601	6	-5.616	0	0.148	0.0522	0	0.46	0.457	116.735	696DnlkuDOXcMAnKlTgXXK	163636	5	pop
0.737	0.86	8	-2.652	0	0.0594	0.11	1.94e-06	0.0574	0.656	93.989	3AHdwn8AJNm843PLYobISr	193227	4	latin hip hop
0.701	0.425	7	-10.965	1	0.375	0.328	0.13	0.1	0.562	135.128	2Fxmhks0bxGSBdJ92vM42m	194088	4	art pop
0.446	0.221	0	-13.055	0	0.0327	0.984	0.00149	0.117	0.312	100.391	3npd4hkyV2IRkqj4xIIYQY	200760	3	french pop
0.752	0.488	6	-7.05	1	0.0705	0.297	9.11e-06	0.0936	0.533	136.041	5p7ujcrUXASCNwRaWNHR1C	201661	4	dance pop
0.731	0.466	1	-9.402	1	0.362	0.389	0	0.337	0.3	129.63	1IhwTymQA1QFgQJu4ZjYtW	103867	4	german alternative rap
0.705	0.373	7	-9.066	1	0.0384	0.723	0.81	0.289	0.551	120.046	2mlGPkAx4kwF8Df0GlScsC	208026	4	pittsburgh indie
0.701	0.736	6	-5.178	0	0.369	0.195	0	0.949	0.919	86.426	4hgS8ANdhHy2G7XtyVqLDw	81240	4	dark trap
0.837	0.364	8	-11.713	1	0.276	0.149	0	0.271	0.463	123.984	2JvzF1RMd7lE3KmFlsyZD8	213594	4	conscious hip hop
0.554	0.669	11	-6.041	0	0.0426	0.00108	0	0.138	0.405	91.993	65YsalQBmQCzIPaay72CzQ	225200	4	barbadian pop
0.906	0.382	10	-12.89	0	0.269	0.18	0	0.113	0.391	104.025	5GBuCHuPKx6UC7VsSPK0t3	129264	4	cali rap
0.759	0.73	0	-7.985	0	0.0516	0.145	3.06e-06	0.11	0.74	115.007	7eBqSVxrzQZtK2mmgRG6lC	268434	4	melodic rap
0.758	0.766	1	-4.578	0	0.236	0.197	0	0.31	0.963	167.942	3HkQuutePNirB0idm5xrc4	195280	4	colombian pop
0.554	0.498	9	-8.866	1	0.0685	0.23	5.98e-06	0.795	0.413	79.635	5hVghJ4KaYES3BFUATCYn0	190067	4	hip hop
0.607	0.515	7	-9.401	1	0.0299	0.216	0.000265	0.314	0.283	97.947	2nCKF3gkwHCamm3f0jNaJd	265830	4	desi pop
0.907	0.539	4	-7.782	1	0.36	0.0408	0	0.253	0.664	124.918	0Q2n5yzl2XRqYbV77tZNYp	150115	4	meme rap
0.796	0.586	4	-6.946	0	0.147	0.0247	0	0.132	0.179	97.981	7DcvwMAiqKJQD1rrdfxSDx	200107	4	atl hip hop
0.889	0.496	4	-6.365	0	0.0905	0.259	0	0.252	0.544	86.003	2IRZnDFmlqMuOrYOLnZZyc	180522	4	hip hop
0.847	0.678	9	-8.635	1	0.109	0.0669	0	0.274	0.811	97.984	2KKijf6Ett4kmVNJze2roh	200594	4	black americana
0.74	0.488	1	-7.664	0	0.27	0.234	0	0.241	0.584	149.042	7rvyVWja33WG9R97oeJAjx	120133	4	chicago rap
0.866	0.438	7	-8.943	1	0.0719	0.177	0	0.0743	0.695	129.039	2W4yABdLc4Jnds67Poi5Nl	223258	4	chill r&b
0.682	0.559	0	-5.545	1	0.127	0.174	0	0.344	0.137	202.015	3j84U36KvLeXNDPv4t5pI8	192471	4	cali rap
0.837	0.636	1	-7.643	1	0.086	0.0395	0.00125	0.342	0.274	145.972	2t8yVaLvJ0RenpXUIAC52d	288624	4	atl hip hop
0.596	0.552	0	-10.278	0	0.097	0.0765	0.334	0.104	0.112	97.949	6zeeWid2sgw4lap2jV61PZ	229320	4	pop
0.812	0.525	1	-8.798	1	0.124	0.255	0	0.325	0.564	145.016	3B9vJvi2Z6ws4wjNTQMYAc	177133	4	viral pop
0.696	0.399	4	-8.673	0	0.0369	0.0224	0	0.0747	0.364	98.004	5JboK5zbbhXIN7iN9NHS8t	156770	4	cali rap
0.755	0.487	1	-9.646	0	0.339	0.412	0	0.319	0.412	85.097	5zEyC5lPdASzKbs5BYC7q5	135600	4	florida rap
0.767	0.474	1	-10.192	1	0.287	0.00327	0	0.13	0.257	130.052	5IqFQYsRwcJPkfV3zANXDg	116193	4	plugg
0.589	0.438	9	-12.071	0	0.142	0.919	0.000582	0.109	0.586	175.276	2J3zxgIINQFNiU9vf7SjOl	153372	4	drill espanol
0.735	0.707	6	-4.459	0	0.0628	0.193	6.84e-05	0.118	0.458	167.981	16b6aJMurd3OxBo92UDtyw	204709	4	indie r&b
0.745	0.586	10	-9.245	0	0.112	0.25	0	0.198	0.53	139.845	0w7D5TDtzW3oKcAw7ESvpE	155718	4	israeli hip hop
0.509	0.403	9	-10.147	1	0.0259	0.746	0.0015	0.32	0.378	80.629	0lHiOLrGKEZL77OaCLBJCd	244468	4	k-indie
0.56	0.416	2	-11.381	1	0.0286	0.562	0.852	0.12	0.415	135.976	0WU4VsoVG8pUrmEsevEJmp	217250	4	danish alternative rock
0.384	0.792	10	-7.343	1	0.0403	0.0117	0.54	0.111	0.0719	163.845	2FSAERkvFuWUP3x2SGqVXb	144192	4	cyberpunk
0.617	0.469	5	-7.291	0	0.236	0.692	0	0.176	0.503	64.31	2wMzvelGFXEjQBaIi7N5dt	142747	4	rap maroc
0.796	0.544	11	-11.116	0	0.285	0.078	0	0.0809	0.344	139.979	7aHvl6IwxFifSQUB2b28GA	134269	4	deep southern trap
0.635	0.687	5	-5.924	0	0.283	0.138	0	0.226	0.303	155.096	5lTecD4Yq045vpVCn2LqeA	204000	4	kansas hip hop
0.514	0.705	1	-4.505	1	0.443	0.0187	0.000363	0.386	0.338	183.878	0vdqkOJjmpadRuGl2McysK	82337	4	detroit trap
0.706	0.701	8	-7.397	0	0.352	0.4	0	0.388	0.761	180.102	2KCHz0jHxlhrFXfegNRZbW	122667	4	french hip hop
0.869	0.817	9	-5.436	1	0.135	0.545	0	0.511	0.859	119.947	7jCqhbz5ObMbKty2zNCbJq	115069	4	antiviral pop
0.608	0.791	7	-5.441	1	0.0306	0.0871	1.81e-06	0.0868	0.722	92.743	3hgBGx3ShG9uCiJ3kvh8wm	144821	4	alternative rock
0.727	0.545	4	-12.725	0	0.0459	0.00276	0.864	0.133	0.921	150.081	7oLUVktXxnI6HNd4W1i8Wg	154549	4	post-punk mexicano
0.826	0.632	9	-7.22	1	0.357	0.00377	0	0.279	0.294	77.999	2hyUooGtPgy2DtIFKgsSIJ	156586	4	russian drill
0.517	0.643	2	-6.66	1	0.0638	0.524	0	0.271	0.377	151.92	6QDCxrS2eedOzfzqvqS1AV	114558	4	city pop
0.461	0.591	2	-11.338	1	0.0321	0.0517	0.664	0.137	0.0344	119.959	5EtsuTmTgGeBLvCLcGtSsE	171053	4	french indie pop
0.593	0.801	1	-7.923	0	0.034	0.00082	0.9	0.105	0.199	123.016	0FINAWav6l4FyMdBpRM7GE	197687	4	melodic techno
0.6	0.571	9	-13.075	0	0.242	0.548	0	0.977	0.488	80.05	5OpJsYPXACjFbiQl7eSEEz	260223	4	turkish hip hop
0.678	0.799	4	-3.588	0	0.313	0.0198	0	0.205	0.556	163.988	6BX5WmaPWcfW09h9gnZm4z	148537	4	russian trap
0.636	0.262	4	-10.845	1	0.0377	0.86	0.00167	0.114	0.356	116.841	62PAopUaQeb36QyRB0qQbi	204288	3	deep new americana
0.622	0.292	11	-11.798	0	0.0785	0.666	0	0.115	0.21	107.3	2C0BPLvr9NqpYXdoNZirch	122018	4	dark plugg
0.78	0.706	1	-5.163	0	0.056	0.109	0.000793	0.123	0.759	111.013	4bl01VfwS3MMiChtTZSZGG	204867	4	ambeat
0.55	0.883	6	-7.568	1	0.0734	0.0583	0.000642	0.155	0.382	140.018	5LP391Nx0za8MUzi9WynnX	301343	4	musica hondurena
0.559	0.578	9	-6.074	1	0.301	0.336	1.13e-05	0.139	0.338	148.064	6dttoFy4xn4naPYpVwsxlc	200240	4	deep german hip hop
0.607	0.533	1	-11.91	0	0.504	0.286	0	0.192	0.725	98.477	1WtntiuID0UvqugZDopt0z	181994	4	afro dancehall
0.67	0.949	2	-5.851	0	0.081	0.002	0.676	0.0976	0.831	123.969	4H1l1HTjrFzfqdnmvnI5yb	262273	4	darksynth
0.708	0.76	0	-3.02	1	0.0934	0.0104	8.35e-06	0.0462	0.706	188.124	1StHVY4wxfbr7cqDfDyxpL	180480	4	colombian pop
0.714	0.671	5	-5.119	1	0.362	0.292	0	0.325	0.641	169.727	70jUV2DGgfNFjDHh1TTFha	229827	4	latin hip hop
0.64	0.596	3	-5.718	0	0.0323	0.681	0.00103	0.121	0.39	122.889	0TwOXBFrrS15wz6gflHZoJ	188495	4	korean r&b
0.293	0.574	11	-13.556	1	0.0367	0.00302	0.683	0.105	0.266	166.139	6y3t07DCDhcsZfgRw9KyPK	184179	4	okc indie
0.513	0.583	9	-10.863	1	0.038	0.355	1.96e-05	0.18	0.866	180.183	1R4IqGJWjD6xGLZwpmWEPO	241627	4	album rock
0.734	0.789	10	-4.305	0	0.454	0.447	9.66e-05	0.498	0.811	76.182	2OpmAmRSNiyyWynVexWCs8	195867	4	perreo
0.737	0.607	0	-3.599	1	0.0835	0.194	0.11	0.132	0.528	179.957	1hbZPbL7TxuAN2E3ELpUs2	123680	4	dominican pop
0.495	0.843	8	-4.621	1	0.214	0.0326	0	0.216	0.458	160.231	4KHrzZ8TogFCh3mcOBDoJw	156844	4	detroit hip hop
0.679	0.659	1	-6.039	1	0.0497	0.674	0	0.948	0.698	108.221	7Cf2Hsy3cPlA4e115tElXv	186380	4	arrocha
0.64	0.905	2	-5.511	1	0.0565	0.000866	0.947	0.319	0.533	128.011	6ch48ePGy1Pj95NnqJeJFS	170684	4	big room
0.375	0.487	0	-12.355	1	0.0456	0.041	0	0.437	0.226	101.38	61pI1BAeYn9OQrqaJazf17	276144	4	dance pop
0.697	0.717	5	-7.348	1	0.0364	0.238	0.00446	0.0812	0.24	117.028	4YmFFoEWvK1Ktf7l0xF91T	186258	4	dance pop
0.335	0.833	6	-6.954	1	0.337	0.37	0.878	0.19	0.762	196.072	4beItMEEEAeqTiww4HbILF	97679	4	5th wave emo
0.252	0.984	1	-3.896	1	0.0986	0.000429	0.00504	0.905	0.147	107.516	4mTV3JOltmiOgDAtTCkZMz	303372	3	alternative metal
0.428	0.594	1	-7.023	0	0.0644	0.397	0	0.958	0.402	87.953	7yKX4lSoIsr4jf80D5ksSf	244202	4	israeli pop
0.427	0.893	8	-2.595	1	0.035	0.00208	1.63e-05	0.299	0.622	167.959	4MbrIDEE7UjWV3khKjDZrh	269680	4	anime
0.86	0.897	8	-3.378	1	0.0915	0.000375	0.0459	0.366	0.174	140.004	5Nj2DabaAuT2GhjozV4K5A	219857	4	dubstep
0.64	0.444	7	-8.1	1	0.0628	0.495	0	0.0799	0.668	112.021	4URoA5VLm6tl1XtlOedzhk	94413	4	afrofuturism
0.791	0.69	10	-5.262	1	0.0748	0.0978	0	0.228	0.582	112.039	0HbrqgN6srWpOLmaCXBUAA	200595	4	children's music
0.387	0.675	2	-9.761	1	0.0852	0.00314	0.00119	0.0839	0.541	111.84	6Rl7bI0f22xipMeYxZaSU7	338253	4	alternative pop
0.409	0.371	1	-7.031	0	0.029	0.826	6.26e-06	0.11	0.328	129.683	7zsT5Dd6rLo8AOrN4Bj4Hl	316640	4	israeli mediterranean
0.63	0.291	9	-12.0	0	0.0298	0.75	0	0.172	0.28	132.099	2HhXHsTQwolBduFnsQwveI	261640	4	c-pop
0.231	0.984	9	-3.81	1	0.107	3.99e-06	0.828	0.268	0.293	148.177	5vXGOHMUAk3OkSJjz2UDGo	133196	4	california hardcore
0.407	0.177	4	-10.47	0	0.0324	0.244	0	0.637	0.0767	114.284	646UUEDycdL7UYsjvH3W89	127871	5	australian talent show
0.554	0.0376	2	-20.79	1	0.0512	0.919	0.946	0.1	0.137	159.779	39hjQ0uNNuOUaqLfFZ0TOn	139625	4	chillhop
0.864	0.939	6	-1.122	0	0.185	0.312	0.702	0.169	0.373	79.454	5izDMFw5DIJsRb8wEukIYK	120062	4	arrocha
0.756	0.353	2	-10.381	0	0.0412	0.726	0	0.7	0.7	109.95	2YFFjN9eu6yUAeLr2QJBE8	185421	4	sertanejo pop
0.735	0.934	0	-5.414	0	0.0484	0.0318	0.000333	0.212	0.792	126.023	5CoMPmAsnk95FviCoqPFAk	193810	4	electro swing
0.33	0.811	6	-5.568	1	0.0416	4.95e-06	0.785	0.396	0.345	158.059	2EVVaTiZFIXwkV74McpZy5	203293	4	american shoegaze
0.462	0.857	3	-2.846	0	0.0379	0.00106	0.0804	0.239	0.512	173.021	7krY6FgUUGwTdvhD6kKBf7	255607	4	drum and bass
0.677	0.752	11	-3.975	1	0.384	0.235	0	0.189	0.455	192.037	3nhoh3NUxGRIZ81ww92kER	275000	4	cubaton
0.594	0.924	7	-5.062	1	0.137	0.00881	0.695	0.0809	0.725	135.929	6W3AIttU2VZj04RudAORXv	311760	4	city pop
0.421	0.192	9	-21.378	1	0.0329	0.721	0.113	0.152	0.32	66.758	2Mm1heuSE4lrLwsV4SgfZ7	108000	4	sleep
0.484	0.94	7	-4.013	1	0.069	0.000262	0	0.285	0.241	102.034	00ncI3fW2eMYXZdA27fUMY	239893	4	anime
0.605	0.747	0	-7.217	1	0.196	0.00784	0	0.126	0.325	129.97	4dwrfJPwxQgIzA0BqvBf98	200769	4	francoton
0.449	0.11	4	-17.565	1	0.0999	0.994	0.953	0.089	0.245	81.337	6H7vwqfEO8ORVGiGw8muHO	209198	3	instrumental worship
0.782	0.265	8	-17.638	1	0.0544	0.671	0.859	0.111	0.425	116.06	2cviOWo4YY8Fg5vvjX94VP	136500	4	chillhop
0.667	0.606	4	-6.047	0	0.0271	0.0882	0.000135	0.0823	0.862	135.029	11HstGrXkOW71Czd58AedJ	194827	4	banda
0.692	0.376	7	-10.145	1	0.0299	0.664	0.000402	0.0838	0.525	124.08	2bULxhIu61XZm0hqJ4Kj39	294263	4	chinese indie
0.795	0.567	10	-10.602	0	0.157	0.0793	0.782	0.271	0.106	123.978	62XHx3r24rHZZdiwMuV4KR	218235	4	edm
0.86	0.266	1	-16.973	0	0.0625	0.116	1.57e-06	0.106	0.515	114.086	2VBI2xHKuW10fROOll4Rqz	101075	4	meme rap
0.301	0.936	7	-4.175	1	0.12	0.000442	0	0.173	0.248	100.081	3fjykMfkMOhraNnnD7jthc	236827	4	idol rock
0.877	0.419	0	-9.87	1	0.063	0.606	0	0.0607	0.979	110.03	4G2h0l2GbODMwjbKAgl1wO	61459	4	musica para ninos
0.668	0.675	4	-11.789	0	0.0395	0.0283	4.11e-05	0.173	0.438	122.994	3GFOSDsvg9Akru6dvwFdWk	277120	4	art rock
0.55	0.606	7	-6.471	1	0.0612	0.0253	0	0.115	0.52	176.451	2JKv3r2AUmWjrDFO3unlpq	224535	4	lovers rock
0.711	0.525	9	-5.483	1	0.0379	0.144	1.43e-06	0.342	0.4	78.996	4mrKi0gczweG8DTmESOTMJ	271920	4	classic italian pop
0.707	0.842	2	-5.038	1	0.153	0.258	1.34e-06	0.368	0.894	90.399	5GMUlNH6EbVxPqFws4Bk2E	128546	4	desi pop
0.547	0.496	7	-7.964	1	0.0251	0.399	0	0.0816	0.227	79.971	5Gip2UwE4f8L4MQWsvcvfA	268875	4	mandopop
0.589	0.744	4	-11.1	0	0.039	0.00741	0.868	0.361	0.217	115.021	0nXzSvo425dciko1f5NXuP	281598	4	cyberpunk
0.287	0.414	8	-16.228	1	0.0337	0.324	0.934	0.119	0.238	129.056	5fdnkYsudjoQtvkk1jpk5f	191280	4	broadway
0.272	0.283	0	-10.462	1	0.028	0.668	5.24e-06	0.0941	0.139	169.634	0AJi38NumMDXqo8pRw6zdh	222847	4	indie viet
0.384	0.85	10	-5.303	1	0.0378	0.000254	0.0742	0.199	0.591	143.133	6OksjhFtdzVaveWggjuQp6	148280	4	alternative pop
0.344	0.297	4	-14.156	1	0.0329	0.58	0	0.145	0.347	87.251	72WoDvND6FsgIGUweo0WpF	231825	4	classic soul
0.518	0.748	5	-3.856	0	0.0851	0.0343	0.0337	0.086	0.664	150.024	6sxtXvoNeOnavXqlIceWch	190947	4	bubblegrunge
0.382	0.16	3	-14.655	1	0.109	0.968	0.41	0.31	0.285	78.489	7yVBYNoE7pJcQtzA81KAsO	98000	4	lo-fi beats
0.446	0.313	8	-16.049	1	0.0804	0.911	0.907	0.108	0.0455	129.737	057cAl4Z2QYt5JI6odiSDI	200000	4	chillhop
0.591	0.508	11	-7.269	0	0.0259	0.0525	0.149	0.239	0.132	133.085	2jtSjlkQvnPix5tlmBPsKH	189925	4	future bass
0.677	0.91	1	-6.572	0	0.0645	0.0442	0.00629	0.632	0.809	125.091	0IqJ3cgRCa06UsrxoiBPuB	159263	4	phonk
0.743	0.849	0	-3.638	1	0.0282	0.0515	0	0.506	0.883	128.034	1jomN1tLiPE5eGd9siFJYE	164407	4	sertanejo
0.516	0.933	11	-5.711	0	0.0433	0.0429	0.000655	0.157	0.623	152.995	6NxD4x4RUzngCZmW5HFYdS	205556	4	dark wave
0.649	0.237	2	-12.733	0	0.0341	0.796	0.932	0.111	0.191	83.953	1qKlq6KAaGgDHQE1httvRF	210125	4	chillhop
0.796	0.244	9	-12.931	1	0.0618	0.565	0.893	0.115	0.678	80.073	6NoCnaM3N02Pngli1xf0WL	168000	4	chillhop
0.736	0.677	4	-7.036	0	0.0351	0.00114	0.844	0.0949	0.0748	121.009	6BrSkgNBGjnaSl1HpDaS7X	258387	4	dance pop
0.825	0.466	7	-7.894	1	0.161	0.649	0.0366	0.0935	0.756	80.016	01sIThzDh8uU4AGh0LluTh	160536	4	chillhop
0.407	0.537	1	-11.383	0	0.0602	0.424	0.64	0.126	0.214	140.814	4JuCbhnahFdOjSc65KxUUT	494840	4	british jazz
0.437	0.797	9	-4.879	1	0.0309	0.000427	0	0.291	0.549	86.023	4rNtiI0lcyTBwTNLsJjN4I	230680	4	anime
0.474	0.572	2	-6.814	1	0.0345	0.488	1.12e-05	0.1	0.239	139.951	74fH2e2XNsBt35U0lfhI47	268280	4	classic italian pop
0.432	0.977	10	-1.218	1	0.128	0.0169	0.000133	0.0758	0.234	128.049	7tR8JlKz6gad4OxQlNW9sv	245625	4	metal cover
0.738	0.682	7	-6.379	0	0.0554	0.0116	0.0462	0.101	0.342	122.048	7bKWtdGt5GIw5Mu9cpO3oe	302951	4	chiptune
0.627	0.927	9	-6.025	1	0.0792	0.0837	4.29e-06	0.238	0.692	134.834	4q02g6P6FxHVGxTfVxbYGk	294947	4	art rock
0.519	0.663	0	-3.498	0	0.319	0.0858	0	0.137	0.725	84.208	2sY6QwNrA9yWZRPW2WtHTq	224104	4	dancehall
0.47	0.676	1	-5.078	1	0.333	0.0181	0	0.761	0.562	170.078	1a8bD4h66dkyLGt6bsCDpL	174863	4	east coast hip hop
0.436	0.862	2	-8.73	1	0.0576	0.0938	1.51e-05	0.279	0.65	134.668	2Iw5EtH0fpF7r5QX5zA94F	146025	4	art rock
0.477	0.971	5	-2.973	1	0.0401	0.00487	0.0132	0.173	0.483	168.169	0iLCO8ag4wN8cKVbRHPdDk	156370	4	gabba
0.522	0.705	2	-8.328	0	0.0389	0.00282	0.803	0.136	0.235	132.006	6xIcYS1vkcDFktrQgE8O2t	196054	4	instrumental math rock
0.43	0.484	1	-6.542	0	0.0329	0.889	0	0.317	0.461	97.229	49zfseskKcVEa5ttu1ORXH	241053	3	indie triste
0.678	0.821	7	-6.979	1	0.0249	0.251	0.154	0.204	0.96	104.991	7gRYo4ZETjCw8n3MqCs2Ut	378358	4	j-rock
0.694	0.951	9	-2.788	0	0.128	0.00148	0.00127	0.13	0.373	130.03	3jnr6unahCAvp9ysPcu16G	166155	4	escape room
0.463	0.772	0	-7.623	1	0.034	0.000964	0.000963	0.344	0.378	80.075	33bRZk5XNOxjDYeeAJym0T	256600	4	new romantic
0.262	0.11	8	-23.161	1	0.0842	0.961	0.985	0.0829	0.0398	70.977	4ZknuVR2jOpMOcfwWpsuEr	264867	3	ambient
0.6	0.95	8	-4.004	1	0.225	0.0989	0.728	0.113	0.0577	128.045	6doWDrJIAuSxwAZD7a5Sc4	187553	4	dubstep
0.596	0.799	5	-4.044	1	0.0313	0.0604	0	0.168	0.645	96.458	34cARaBSFSXEEqvHH8sIqp	197053	4	greek pop
0.523	0.709	2	-7.621	1	0.0684	0.276	0.00971	0.0847	0.811	94.144	65RpxBMscvKKJVoMVcZopL	369913	4	cumbia salvadorena
0.519	0.13	4	-13.054	0	0.0678	0.828	0.919	0.12	0.405	88.983	63PEaUypkC4wWbfmEOY2CY	163571	4	chillhop
0.831	0.237	10	-9.067	1	0.457	0.4	0.857	0.129	0.577	81.99	3JnAfgTPqFob26SEcFMzBu	140500	4	chillhop
0.34	0.942	2	-3.449	1	0.0848	0.000185	0	0.334	0.589	184.02	0DcIL2mLU35klmVwAwQo85	206053	4	j-rock
0.63	0.036	6	-14.386	0	0.175	0.561	0.546	0.0939	0.332	177.849	6n4S79XyUHbGUFnvEDWi9T	110521	4	chillhop
0.22	0.832	1	-5.505	0	0.0591	3.37e-05	0.95	0.133	0.448	104.13	2osJ4MOErjRWRCNkpUtoVm	269219	4	japanese alternative rock
0.469	0.963	10	-3.479	0	0.298	0.00303	0.081	0.391	0.191	106.833	2h6Aj1kCbvcXFzLqwEAbFO	1585904	4	gym hardstyle
0.46	0.775	0	-6.577	1	0.0822	0.481	2.94e-06	0.056	0.517	72.381	4P5Z3iEngFfaVe0qkv4Pdl	244387	4	classic italian pop
0.871	0.494	11	-9.911	0	0.0816	0.622	0	0.0998	0.713	117.947	33g4LmRrWddOvMLnynSktj	145198	4	arrocha
0.756	0.646	7	-5.795	1	0.319	0.152	1.81e-05	0.108	0.429	176.088	2P2kJEIAXutA2J7DXW1Wux	242573	4	reggaeton
0.945	0.345	0	-13.056	0	0.161	0.543	0.883	0.104	0.32	120.016	2S0DDjCEhQVF5UTXgIWCaj	159018	4	lo-fi beats
0.384	0.0681	4	-20.032	1	0.0424	0.992	0.936	0.108	0.0858	66.695	4kPmWE13vbWNlEDeqR695c	294520	3	compositional ambient
0.629	0.832	7	-4.021	1	0.0777	0.0606	0	0.0954	0.741	145.101	07kZfWFKcU7spoxuTEudtS	203392	4	neo soul
0.297	0.323	3	-9.41	0	0.0303	0.928	0.00085	0.237	0.28	79.927	2Ld32TeLDqnZwIP0RTP3f2	194547	4	vintage chanson
0.434	0.829	5	-6.842	0	0.0501	0.0866	0.317	0.207	0.0399	127.605	5wCiA20Z03n648F9Q47eAg	255840	4	belgian edm
0.737	0.41	9	-10.39	0	0.0518	0.0425	0.00021	0.0513	0.566	118.674	77sJfk6jryApEN6mOIKjgV	257042	4	europop
0.554	0.78	5	-6.023	1	0.0305	0.316	0.000437	0.319	0.444	171.96	7fU1YAkBYNG9CZcjhpR7qT	345765	4	zouk riddim
0.54	0.879	7	-3.602	1	0.116	0.107	2.56e-06	0.29	0.513	105.97	5XDh3IwOcwrJjqhfxrapxO	296227	4	desi pop
0.343	0.712	5	-5.193	0	0.0492	0.0176	0	0.101	0.67	197.892	3uWDxh9JoGoELwKYIVf4Pd	147242	4	avant-garde metal
0	0.000181	5	-42.599	0	0	0.992	0.465	0.0975	0	0	6APJsgXlWi8HA9DyEBBNLZ	92473	0	sleep
0.642	0.318	1	-17.012	0	0.0311	0.942	0.902	0.0987	0.252	90.032	6lbrclL76NU3GlNIQ0R55h	175000	4	chillhop
0.559	0.846	11	-4.025	0	0.185	0.00774	0	0.208	0.159	123.48	6lafYu8YSNf8mMbL3oClEY	162587	4	antiviral pop
0.466	0.288	7	-11.296	0	0.118	0.845	0.466	0.0608	0.329	77.84	4i3DiFtseWX3yYncrpzgsO	147375	4	chillhop
0.702	0.186	11	-13.187	1	0.0567	0.389	0.622	0.0972	0.0995	90.032	4Zj1SOVdpAjonu9G59wxm5	133375	4	chillhop
0.819	0.688	5	-5.644	1	0.113	0.265	0	0.311	0.801	87.999	4jAutFvnOsUfOhWx8FGaHq	186751	4	chanson
0.809	0.45	9	-7.682	1	0.109	0.808	0.0968	0.132	0.784	78.455	76UUkIG3gQz3LZIDPywl4q	224269	4	tropical alternativo
0.602	0.374	1	-10.023	0	0.305	0.552	0.895	0.116	0.355	80.993	4HHBZ4Pp7ei4SIdUH5YQd9	153500	4	deep tropical house
0.56	0.852	7	-4.88	0	0.0574	0.00132	0.00342	0.295	0.412	112.975	5mn8Otpz5m83U2uV3GCJ00	199018	3	dark rock
0.434	0.529	4	-11.241	1	0.0455	0.837	0.605	0.973	0.223	97.694	51G3a6ZBxVwlqdV3hLfqgY	429250	4	filter house
0.61	0.849	2	-5.075	1	0.0745	0.00082	0	0.495	0.308	124.866	1uBAuWOJkBnGCBBr3aiczY	62240	4	uptempo hardcore
