id	name	artist	genres	followers	artist popularity	markets	album	release date	album popularity	duration	explicit	popularity
2TgQYkJGC9uh8Njp3gjJ4Y	Ande con quien ande	Myke Towers,Jhay Cortez	reggaeton flow,reggaeton,trap latino	9803744,4802498	83,70	181	Èxitos España 2022	2022-10-28	22	208734	True	5
5XERglu72rcoGT9eonaRWg	Christmas Tree	Lady Gaga,Space Cowboy	pop,art pop,dance pop	23679494,10551	84,40	95	Santa Baby - Christmas 2022	2022-11-08	2	142266	False	0
2SBe94bfzGugCE7f5aAYbM	Happy Christmas (War Is Over)	Maroon 5	pop	38456780	84	95	Buone Feste di Natale 2022	2022-11-09	0	207293	False	0
4vUUqTFpsJGLX7HyLWk0UC	Left and Right	Charlie Puth,Jung Kook	pop,viral pop,dance pop	18135305,5	83,6	134	FALL HITS 2022	2022-10-28	16	154486	False	7
4jDbt6nAgLf9riiNhLR8vc	Left and Right	Charlie Puth,Jung Kook	pop,viral pop,dance pop	18135305,5	83,6	132	All Out 2022	2022-11-04	5	154486	False	0
1E9p3SSZPRLRRrpckIyKCd	Left and Right	Charlie Puth,Jung Kook	pop,viral pop,k-pop,dance pop	18135305,4423268	83,74	133	Hits of 2022	2022-11-04	5	154486	False	0
7b9sQJYlUGqKydo4oKFJUS	Left and Right	Charlie Puth,Jung Kook	pop,viral pop,dance pop	18135305,5	83,6	134	Mood Boosters 2022	2022-11-04	7	154486	False	0
7gzbdQh9MA0npR5xgDcP97	Left and Right	Charlie Puth,Jung Kook	pop,viral pop,k-pop,dance pop	18135305,4423268	83,74	128	My Faves 2022	2022-11-04	1	154486	False	0
5YAakrxVC9xSyXgJQV29oe	Light Switch	Charlie Puth	pop,viral pop,dance pop	18135305	83	134	Mood Boosters 2022	2022-11-04	7	185680	False	0
1ZiHOkJHtnVauzflacstKG	Left and Right	Charlie Puth,Jung Kook	pop,viral pop,k-pop,dance pop	18135305,4423268	83,74	128	Pop - Best of 2022	2022-11-04	2	154486	False	0
3wWXdFRg4Z47glyQaoJObt	Left and Right	Charlie Puth,Jung Kook	pop,viral pop,dance pop	18135305,5	83,6	134	hits 2022	2022-10-28	18	154486	False	5
5dNdUCAFniRkGlv16m8fdp	Loser	Charlie Puth	pop,viral pop,dance pop	18135305	83	134	FALL HITS 2022	2022-10-28	16	204376	False	6
2ltkw0nvGXbNGy5sPuiXVw	2022	West Carter Music,Elle Teresa	j-rap,josei rap	100,26877	1,40	182	WEST SERVICE -Vol.1-	2021-12-23	0	108232	True	0
2j4NtfeP9yDohSpeqhq4jo	2022	SO-SO	beatboxing	37798	32	182	2022	2022-02-22	4	147000	False	10
2ZjXGd7eFc6Ib8iQzrM5xK	2022	a.n.a.m.o.l.y		18	4	181	2022	2022-05-27	5	60000	False	12
5ryVQNJaFjjHfqeZ5MNX2R	2022	OG Seann		3	0	183	Adventures of OG	2022-04-29	0	187445	True	0
2PCLZu9tTgQK8jlpijyslj	2022	Ceej Frankera,Migsa		319,12	6,2	183	2022	2022-01-07	3	144240	False	9
1f4U9MYtgoSFqp38CW6QTk	2022	Chris Birkett		81	0	183	2022	2022-05-28	0	237742	False	0
076jpYY0T90Sgg6YtRhJrg	2022	Lewanch		0	1	183	2022	2022-09-25	2	114703	False	8
6diZjzA0ghuTiRtAEbg59E	2022	Don Flow		60	4	183	2022	2022-03-02	0	138676	True	3
40vPAGrLnqVOfRBuOu6xxs	2022	Damon Elbert		934	23	183	2022	2022-02-17	2	212088	True	7
1DO0wp1gWZF2MbdvXp8eWd	The Christmas Song	Shawn Mendes,Camila Cabello	post-teen pop,canadian pop,pop,viral pop,dance pop	39734793,28428729	83,80	95	Kerst Pop 2022	2022-10-30	15	196254	False	0
2bZMzpIRVIDIU2PXOeZuhn	2022	SO-SO	beatboxing	37798	32	182	Party 2.0	2022-09-14	25	147000	False	17
2iyjgym6md4p6RazSVF4qx	2022	Henry Follett,DJ Pink Tang,Daniel Copestake,Henry Follett Media,Hnetsierra UK,Ultramobile UK,hjfollett,DJ TikTok,Chicken Nugget Man,Samuel Moffat-Yeates	indonesian viral pop	145,2,3,0,0,0,0,369731,274,1	0,0,0,0,0,0,0,36,11,0	183	2022	2022-02-04	1	70452	False	6
0Gx3JMUJ0kQMT76V670YuU	2022	OFNMonta		15	0	183	LISTEN TO HIM	2021-10-08	0	140062	True	0
5BOKo87TI3F6DsvA8KmXLC	2022	Beyond900		97	13	183	2022	2022-05-16	1	147435	True	6
1UIvMTp7wj1N5IwhPJKFiF	2022	Eternal Hunger		185	8	183	2022	2022-07-29	1	215745	False	6
17gxaSLB5mnOsUtRfjRJJr	The Christmas Song	Shawn Mendes,Camila Cabello	post-teen pop,canadian pop,pop,viral pop,dance pop	39734793,28428729	83,80	95	Hits Noël 2022	2022-10-27	5	196254	False	1
044mk5Vm8Kj5gvPlIGD6uc	2022	oubert		37	1	183	2022	2022-01-28	1	105430	False	6
2O7GHZjVnOqiZBhXzGKYRp	2022	SACAR aka Lil Buddha	nepali pop,nephop	8997	28	183	Ecstasy In The Palace	2022-04-14	33	224072	True	23
7i70e07GLwBFVFhxmYt6QD	Cozy Little Christmas	Katy Perry	pop,dance pop	23289513	83	95	Hits Noël 2022	2022-10-27	5	182520	False	0
1Z38BOCF14cEV1MfmaDD4d	Cozy Little Christmas	Katy Perry	pop,dance pop	23289513	83	95	Hits Noel 2022	2022-10-27	20	182520	False	1
2Tm3vJK372KrD1qu532bGK	All You Need Is Love	Katy Perry	pop,dance pop	23289513	83	95	Hits Noël 2022	2022-10-27	5	206138	False	0
54yieEYZUbibReQUjyGyHr	2022	al1sx		1	4	183	2022	2022-02-16	7	67764	False	17
2PucPPQV1gJ1q1kdUoUADz	2022	Lil Rick	soca,bajan soca,barbadian pop	18336	33	183	2022	2021-12-24	1	185422	False	3
3hqBa2oqqyroRyngbtGiOd	The Christmas Song	Shawn Mendes,Camila Cabello	post-teen pop,canadian pop,pop,viral pop,dance pop	39734793,28428729	83,80	94	Christmas Hits 2022	2022-11-03	16	196254	False	6
1oJx6YF5prsIndrojD0byq	Cozy Little Christmas	Katy Perry	pop,dance pop	23289513	83	95	Kerst Pop 2022	2022-10-30	15	182520	False	2
52rnCzoPw6Kj0S0pKTRPye	The Christmas Song	Shawn Mendes,Camila Cabello	post-teen pop,canadian pop,pop,viral pop,dance pop	39734793,28428729	83,80	95	Santa Baby - Christmas 2022	2022-11-08	2	196254	False	0
6ue6nZpKi6ebQ4e6sixa2o	All You Need Is Love	Katy Perry	pop,dance pop	23289513	83	95	Hits Noel 2022	2022-10-27	20	206138	False	3
59lNzCIT696cTRAVsdU3Em	All You Need Is Love	Katy Perry	pop,dance pop	23289513	83	92	Christmas Greatest Hits 2022	2022-11-02	11	206138	False	0
1OD32JXWxwVOiBsGeYXaVY	Cozy Little Christmas	Katy Perry	pop,dance pop	23289513	83	92	Christmas Greatest Hits 2022	2022-11-02	11	182520	False	1
3NLz8THD870qu0DzN69PuP	2022	ICO	rap belge,rap calme,belgian hip hop,french hip hop,rap francais	193191	52	183	111	2022-11-04	47	118546	True	41
5p5RKlEil31O56inftmbr5	2022	Woo York,Exploit	ukrainian electronic,deep techno,melodic techno,ukrainian experimental	23921,155	32,3	183	Mutual Exceptions: Side B	2013-06-10	0	371250	False	0
5zgU6yN5KwEeNNobhnYZq5	2022	1.Cuz	swedish trap pop,swedish hip hop,swedish gangsta rap,swedish drill,swedish trap	113646	58	183	2022	2022-01-03	32	125142	True	43
6J4cgOzW7meaHPILIkWVzY	2022	Lofi Temple		11358	22	183	Tökkö Temples	2022-01-30	13	134091	False	17
3zdtkz8jSBFpEmAKXbDy8p	2022	JZAC	deep underground hip hop,canadian hip hop	41000	45	183	2022	2022-01-21	13	150389	True	24
3Ms4UtiVcRusyqkCIwBx9D	2022	Nobu Woods		6245	39	183	IRIS	2022-01-21	38	88607	False	21
7LBAdwXx4MT7fSj2w35wxq	Ghost	Katy Perry	pop,dance pop	23289513	83	94	Halloween Hits 2022	2022-10-28	33	203362	False	4
6MlcIN3UVTm1vj89hP92My	Cozy Little Christmas	Katy Perry	pop,dance pop	23289513	83	95	Santa Baby - Christmas 2022	2022-11-08	2	182520	False	0
393wNsQGcS2tL6KX4UjWcH	Put It on Me	YoungBoy Never Broke Again	baton rouge rap,trap	9862444	83	134	hits 2022	2022-10-28	18	152195	True	3
7utyaM7mUR5D25McBvPTck	Home Ain't Home	YoungBoy Never Broke Again,Rod Wave	baton rouge rap,trap,florida rap	9862444,3834568	83,77	136	Rap Hits 2022	2022-11-04	4	141166	True	1
2AOuUALxXhbTJyPDAiz3oW	2022	L.S. Dunes		32211	42	182	Bombsquad	2022-10-21	37	270712	False	36
1Z8euWEbY8vusGHUcTrtim	Proud of Myself	YoungBoy Never Broke Again	baton rouge rap,trap	9862444	83	132	All Out 2022	2022-11-04	5	195555	True	2
3TSglH362MwipFtuAdbxAi	Giữ Lại Được Chi - Lofi	Orinn,Reddy,Freak D	viet lo-fi,viet remix,v-pop,vinahouse	228078,37362,50986	46,36,44	183	Freak D Collection 2022	2022-10-26	2	310000	False	3
1EJaY4DFfmNvEKS8oHHukf	Left and Right	Charlie Puth,Jung Kook	pop,viral pop,dance pop	18135305,5	83,6	182	TikTok Viral Hits November 2022	2022-11-04	12	154486	False	1
4BgeCMoPebQaoVaL0tahkX	2022	SIXXTY		5	6	183	Депресеонализация	2022-04-15	2	90639	True	1
2Tq4NOG1WpJPAuUCl9S8Vx	2022	27 Diamond		25	4	183	2022	2022-01-01	5	288289	False	6
44s45N0xlCuLY7W6QDW0F0	Vô Cực Nhớ Em - Lofi	Orinn,Lil Zpoet,Freak D	viet lo-fi,viet remix,v-pop,vinahouse	228078,10541,50986	46,32,44	183	Freak D Collection 2022	2022-10-26	2	219727	False	3
72om1v9zzLFzw0RPvns5nV	Người Thay Thế Em (Vinahouse)	Orinn,Hoàng Lan,Jin Tuấn Nam,Guang	viet lo-fi,viet remix,vinahouse	228078,126,48,25	46,11,26,19	183	Orinn Remix Collection 2022	2022-11-07	0	316178	False	0
1NK1Wie425puqb4vC6mMOY	Daydreams (Remix)	Orinn	viet lo-fi,viet remix,vinahouse	228078	46	183	Orinn Remix Collection 2022	2022-10-26	8	321285	False	4
4Zp0Ys4N8vCXLKLQuMwqsS	Ngày Em Đến - Lofi	Orinn,Lil Zpoet,Freak D	viet lo-fi,viet remix,v-pop,vinahouse	228078,10541,50986	46,32,44	183	Freak D Collection 2022	2022-10-26	2	222000	False	2
0iW7XcWAJxOOpMGJgty7EQ	Light Switch	Charlie Puth	pop,viral pop,dance pop	18135305	83	182	TikTok Viral Hits November 2022	2022-11-04	12	185680	False	2
3yAgywrudku1QNGV0Sn9Ai	Như Anh Đã Thấy Em (House)	Orinn,Guang	viet lo-fi,viet remix,vinahouse	228078,25	46,19	183	Orinn Remix Collection 2022	2022-10-26	8	288013	False	2
5XtuN7NBnHnRaxAA4FWsre	Hãy Nói Dối Anh (EDM)	Orinn,Marr D	viet lo-fi,viet remix,vinahouse	228078,93	46,12	183	Orinn Remix Collection 2022	2022-10-26	8	244173	False	1
6dwzvH14vFatFjpjBwOGuX	Như Anh Đã Thấy Em (Remix)	Orinn	viet lo-fi,viet remix,vinahouse	228078	46	183	Orinn Remix Collection 2022	2022-10-26	8	259851	False	16
5g42d5Ainklge4H0WcfftM	Break My Heart Myself	Bebe Rexha,Travis Barker	post-teen pop,pop,dance pop,rap rock,edm	7677843,394961	83,69	179	Top Tracks 2022	2022-11-04	4	151999	False	1
4jyDddcWBrtz1EHbTmLU93	Đợi Đò - Lofi	Orinn,Freak D,YLing,Drum7	viet lo-fi,viet remix,v-pop,vinahouse	228078,50986,2574,24	46,44,31,7	183	Freak D Collection 2022	2022-10-26	2	184285	False	0
4xbDBPeZhGpw4FlUhS6WxM	Break My Heart Myself	Bebe Rexha,Travis Barker	post-teen pop,pop,dance pop,rap rock,edm	7677843,394961	83,69	128	My Faves 2022	2022-11-04	1	151999	False	2
1TeTyAnn6PIpTcAVODHWtN	Snowman	Sia	pop,australian pop,dance pop,australian dance	24759973	82	10	Holly Jolly Christmas Songs 2022	2022-10-28	1	165906	False	0
2OUXNNmH5vFoa3C1UbIXI1	Snowman	Sia	pop,australian pop,dance pop,australian dance	24759973	82	10	Holly Jolly Christmas Songs 2022	2022-11-04	0	165906	False	0
6Sw5jwLq6KB8Fp36RNmjzr	2022	Potato Saiyan		151	0	183	2022	2022-01-30	0	144874	True	0
0I8ZOCppTV3MgcsgaMervJ	2022	TegroPay		1	2	183	2022	2021-11-18	4	67190	False	12
0Gvf3NdXrltrkYeRGdRL3w	2022	Third Person	melodic techno	1511	26	183	2022	2022-06-03	5	434285	False	13
1ukOy0cWXNRaf2TQAUF2ep	The Motto	Tiësto,Ava Max	pop dance,slap house,dutch edm,big room,brostep,pop,tropical house,trance,dance pop,house,edm	6571720,5682550	82,79	181	Pop 2022	2022-11-04	6	164818	False	1
2zyarH4V9MmcrZNISnHLBe	2022	Dalterino		768	35	183	2022	2021-12-30	3	106124	True	9
21d3oyAwE2t9Ufl5WZeqOo	Snowman	Sia	pop,australian pop,dance pop,australian dance	24759973	82	10	Everyday Is Christmas - Viral Songs 2022	2022-11-04	0	165906	False	0
3iqcKboBhXJHfiG4XUK9V7	Cozy Little Christmas	Katy Perry	pop,dance pop	23289513	83	95	Home for the Holidays 2022	2022-10-26	4	182520	False	1
2n17NoREOfjNuME4XqNJMK	Don't Be Shy	Tiësto,KAROL G	pop dance,slap house,dutch edm,big room,reggaeton colombiano,brostep,pop,reggaeton,tropical house,trance,dance pop,house,edm	6571720,29674093	82,85	181	Èxitos España 2022	2022-10-28	22	140500	True	6
6Uq0BPNKUhHZc36pEC4gQ1	Candy Cane Lane	Sia	pop,australian pop,dance pop,australian dance	24759973	82	10	Everyday Is Christmas - Viral Songs 2022	2022-11-04	0	212386	False	0
3NBqTTUlG83nYsrca4IhEz	The Motto	Tiësto,Ava Max	pop dance,slap house,dutch edm,big room,brostep,pop,tropical house,trance,dance pop,house,edm	6571720,5682550	82,79	133	Hits of 2022	2022-11-04	5	164818	False	0
1Im4lwpstkDRUnteSWhmbW	2022	FRONTIER BACKYARD	city pop	5505	16	183	2022	2022-08-17	4	86080	False	12
4QiKPZct8cmGSXKvTLauka	Pin Drop	Sia	pop,australian pop,dance pop,australian dance	24759973	82	182	Weihnachtslieder 2022 - Bekannte Weihnachtslieder	2022-10-28	9	239077	False	0
0bEh9lEQQg6IALLlT1WRU4	Meant To Be	Bebe Rexha,Florida Georgia Line	post-teen pop,pop,contemporary country,country,country road,modern country rock,dance pop,country pop,edm	7677843,4964813	83,74	182	Songs With Friends: Duets & More 2022	2022-11-04	5	163870	False	1
3sIknXRO7ouoCd9EcmtUEM	Santa's Coming for Us	Sia	pop,australian pop,dance pop,australian dance	24759973	82	10	Everyday Is Christmas - Viral Songs 2022	2022-11-04	0	205266	False	0
4P1edJLelerbCXrXnLnpsG	Santa's Coming for Us	Sia	pop,australian pop,dance pop,australian dance	24759973	82	10	Holly Jolly Christmas Songs 2022	2022-10-28	1	205266	False	0
6Wzx1h2GWkdLK4aVksK42S	There Will Be Blood	Kim Petras	pop,transpop,post-teen pop,dance pop	820466	82	94	Halloween Hits 2022	2022-10-28	33	197651	False	5
4zLX4FlozpVDqTBqhfwV0p	Hot in It	Tiësto,Charli XCX	pop dance,slap house,post-teen pop,metropopolis,uk pop,dutch edm,electropop,big room,brostep,pop,art pop,tropical house,candy pop,trance,dance pop,house,edm	6571720,2699426	82,75	179	Top Tracks 2022	2022-11-04	4	129817	False	0
3QwxyzlvATnIA1y1ak1ZgB	Santa Visits Everyone	Sia	pop,australian pop,dance pop,australian dance	24759973	82	182	Weihnachtslieder 2022 - Bekannte Weihnachtslieder	2022-10-28	9	188551	False	0
3vPwKOmCVrN1cz7qgp4g5y	Everyday Is Christmas	Sia	pop,australian pop,dance pop,australian dance	24759973	82	182	Weihnachtslieder 2022 - Bekannte Weihnachtslieder	2022-10-28	9	203666	False	1
0n38Eo0ZAfdP5RAfdVRORq	2022	Eli Preiss,Tschickgott	german hip hop	11561,101	34,19	182	LVL UP	2022-06-10	32	157235	True	21
0FkGKINGQWR8B7PePUPllh	Everyday Is Christmas	Sia	pop,australian pop,dance pop,australian dance	24759973	82	10	Everyday Is Christmas - Viral Songs 2022	2022-11-04	0	203666	False	0
56B5o5o8ex5LAj4KjkwxTG	Red Lights	Tiësto	pop dance,slap house,dutch edm,big room,brostep,pop,tropical house,trance,dance pop,house,edm	6571720	82	91	Trance 2022	2022-10-26	5	262200	False	3
6NTapkUpwDSfK2C2v3cW0J	Banking on Me	Gunna	trap,melodic rap,atl hip hop,hip hop,rap	4679873	83	182	Hip Hop - Best of 2022	2022-11-04	4	200000	True	0
5TX4bOExm4mFh0vp3XDcPu	Round and Round	Sia	pop,australian pop,dance pop,australian dance	24759973	82	182	Weihnachtslieder 2022 - Bekannte Weihnachtslieder	2022-10-28	9	149400	False	0
6QZlsgNm7UE7XzAmknT0gu	Underneath the Mistletoe	Sia	pop,australian pop,dance pop,australian dance	24759973	82	10	Everyday Is Christmas - Viral Songs 2022	2022-11-04	0	230186	False	0
43ZvfSrsj5PYtVQcGaCrZp	Underneath the Mistletoe	Sia	pop,australian pop,dance pop,australian dance	24759973	82	10	Holly Jolly Christmas Songs 2022	2022-11-04	0	230186	False	0
1hzBRTkCWpyryoQ8XbPfJN	Santa's Coming for Us	Sia	pop,australian pop,dance pop,australian dance	24759973	82	10	Holly Jolly Christmas Songs 2022	2022-11-04	0	205266	False	0
6l4Wo5pIPkIgtglzpKR3So	Home Ain't Home	YoungBoy Never Broke Again,Rod Wave	baton rouge rap,trap,florida rap	9862444,3834568	83,77	182	Hip Hop - Best of 2022	2022-11-04	4	141166	True	0
3BsuGO0E9ROtGBdIPr14VM	Sensual Bebé	Jhayco	reggaeton,trap latino	107426	82	95	Noche de Brujas 2022	2022-10-31	11	209146	True	4
1llxWvlZ4U3tJ4Uv81eupA	Put It on Me	YoungBoy Never Broke Again	baton rouge rap,trap	9862444	83	182	TikTok Viral Hits November 2022	2022-11-04	12	152195	True	4
3350VE2RQV174cTkBi0r5S	Vette Motors	YoungBoy Never Broke Again	baton rouge rap,trap	9862444	83	182	Hip Hop - Best of 2022	2022-11-04	4	173419	True	1
5hTQKXRWFQmBL8z834cJze	Black Summer	Red Hot Chili Peppers	funk rock,alternative rock,funk metal,permanent wave	18621914	81	181	Unstoppable - 2022 Rocks	2022-11-04	3	232412	False	1
1Lix9IwxDKW943aTnsCjDE	Black Summer	Red Hot Chili Peppers	funk rock,alternative rock,funk metal,permanent wave	18621914	81	133	Hits of 2022	2022-11-04	5	232412	False	4
5uWCOh26KEnulMXaCXeivO	Em Là Nhất Miền Tây (EDM)	Orinn,Jin Tuấn Nam,Võ Lê Mi	viet lo-fi,viet remix,vinahouse	228078,48,265	46,26,26	183	Tuyển Tập Orinn Remix 2022	2022-10-26	4	201230	False	10
3X8uDrTsmqQzAjCyIlZC3a	Người Thay Thế Em (EDM)	Orinn,Jin Tuấn Nam,Hoàng Lan	viet lo-fi,viet remix,vinahouse	228078,48,126	46,26,11	183	Orinn Remix Collection 2022	2022-11-07	0	234000	False	0
1AL2ipzHMhBEjuqysW6Hbd	Yêu Lại Từ Đầu (EDM)	Orinn	viet lo-fi,viet remix,vinahouse	228078	46	183	Orinn Remix Collection 2022	2022-11-07	0	242285	False	0
72sxdB0GXHimePii53RDdE	Vẫn Thay Đổi Lòng (Vinahouse)	Orinn,TVk,Phát Lee	viet lo-fi,viet remix,vinahouse	228078,1407,350	46,33,15	183	Tuyển Tập Orinn Remix 2022	2022-10-26	4	272584	False	1
4xWPj7I0m6UosKneqZ58Wv	First Class	Jack Harlow	pop,kentucky hip hop,rap,deep underground hip hop	2651396	81	134	FALL HITS 2022	2022-10-28	16	173947	True	0
4FTryXQwpu97fUEld2pYXe	First Class	Jack Harlow	pop,kentucky hip hop,rap,deep underground hip hop	2651396	81	133	Hits of 2022	2022-11-04	5	173947	True	0
6e168HNBpfnkstwPjcrueq	Hot in It	Tiësto,Charli XCX	pop dance,slap house,post-teen pop,metropopolis,uk pop,dutch edm,electropop,big room,brostep,pop,art pop,tropical house,candy pop,trance,dance pop,house,edm	6571720,2699426	82,75	128	Pop - Best of 2022	2022-11-04	2	129817	False	0
1VeF55epXkD2QjqzJZJ8DS	First Class	Jack Harlow	pop,kentucky hip hop,rap,deep underground hip hop	2651396	81	128	Pop - Best of 2022	2022-11-04	2	173947	True	0
500ErDt9kha3RUI7O9zyRD	Dua Lipa	Jack Harlow	pop,kentucky hip hop,rap,deep underground hip hop	2651396	81	182	Hip Hop - Best of 2022	2022-11-04	4	135053	True	0
2CXgKQZ9JKMgsyLvAQgL6Z	Hot Shit	Cardi B,Kanye West,Lil Durk	trap,drill,chicago drill,pop,hip hop,rap,chicago rap,dance pop	20607119,18599551,4720270	80,90,81	136	Rap Hits 2022	2022-11-04	4	211649	True	0
649EwQ3CrZnEGiNDYQh6Ps	First Class	Jack Harlow	pop,kentucky hip hop,rap,deep underground hip hop	2651396	81	132	All Out 2022	2022-11-04	5	173947	True	1
2UTCvG7DGYH5oTBgGQgnRG	Someone You Loved	Lewis Capaldi	pop,uk pop	10058547	80	94	Love Autumn 2022	2022-10-26	11	182173	False	1
67JY4RjGQsCEDCsrbkSh8u	First Class	Jack Harlow	pop,kentucky hip hop,rap,deep underground hip hop	2651396	81	182	Hip Hop - Best of 2022	2022-11-04	4	173947	True	0
7lULz6ncLQeuITmDX3qVm0	My Friends	Ty Dolla $ign,Mustard,Lil Durk	trap,drill,chicago drill,pop rap,pop,trap soul,rap,r&b,hip hop,southern hip hop,chicago rap,cali rap,dance pop	4394902,1005807,4720270	80,72,81	134	FALL HITS 2022	2022-10-28	16	158167	True	4
508ZpIGOVBeuk9ccm2jTVj	Hot Shit	Cardi B,Kanye West,Lil Durk	trap,drill,chicago drill,pop,hip hop,rap,chicago rap,dance pop	20607119,18599551,4720270	80,90,81	132	All Out 2022	2022-11-04	5	211649	True	0
6MhUWlEfbdl7gJ7jxoDmoD	Someone You Loved	Lewis Capaldi	pop,uk pop	10058547	80	90	Hello Autumn 2022	2022-10-26	11	182173	False	3
0gS1TugNg68VbUQjX53e1z	Playa	A Boogie Wit da Hoodie,Ella Bands	trap,rap,melodic rap	6842669,181	80,26	136	Rap Hits 2022	2022-11-04	4	168934	False	0
0fm7BN4KthJI4U6wP61WpH	First Class	Jack Harlow	pop,kentucky hip hop,rap,deep underground hip hop	2651396	81	182	TikTok Viral Hits November 2022	2022-11-04	12	173947	True	0
6EzErQrKPhmAI8kKlMbUMP	Memory Lane	Wiz Khalifa	trap,southern hip hop,pop rap,hip hop,rap,pittsburgh rap,dance pop	10769768	81	182	Hip Hop - Best of 2022	2022-11-04	4	166773	True	0
1XOu0ANZ5wh6A8A0Mr7kXI	Hot Shit	Cardi B,Kanye West,Lil Durk	trap,drill,chicago drill,pop,hip hop,rap,chicago rap,dance pop	20607119,18599551,4720270	80,90,81	128	Pop - Best of 2022	2022-11-04	2	211649	True	0
0IifPvbbjzt8e3CgJgATWx	Big Daddy Wiz	Wiz Khalifa,Girl Talk	trap,southern hip hop,mashup,pittsburgh indie,pop rap,hip hop,rap,pittsburgh rap,dance pop	10769768,195809	81,49	132	All Out 2022	2022-11-04	5	131039	True	0
6xb4Oy07vEQiyZErwc7jJW	Dua Lipa	Jack Harlow	pop,kentucky hip hop,rap,deep underground hip hop	2651396	81	136	Rap Hits 2022	2022-11-04	4	135053	True	0
11XPALUNuHYlMB3hr3MDWd	Churchill Downs	Jack Harlow,Drake	canadian hip hop,canadian pop,pop,kentucky hip hop,toronto rap,hip hop,rap,deep underground hip hop	2651396,68477309	81,96	128	My Faves 2022	2022-11-04	1	309327	True	0
2ukLNRnhuIAixCwDibpOXN	Playa	A Boogie Wit da Hoodie,Ella Bands	trap,rap,melodic rap	6842669,181	80,26	182	Hip Hop - Best of 2022	2022-11-04	4	168934	False	0
2pTDY1xIojw6k0tJKNvfow	Churchill Downs	Jack Harlow,Drake	canadian hip hop,canadian pop,pop,kentucky hip hop,toronto rap,hip hop,rap,deep underground hip hop	2651396,68477309	81,96	182	Hip Hop - Best of 2022	2022-11-04	4	309327	True	0
0lNNz80UzM4qp17Xq8YH0Y	B.R.O. (Better Ride Out)	A Boogie Wit da Hoodie,Roddy Ricch	trap,rap,melodic rap	6842669,8536703	80,79	134	FALL HITS 2022	2022-10-28	16	178041	True	2
0Tm7nSgWoJg7frvwPb2hyd	On Repeat	Robin Schulz,David Guetta	pop dance,deep house,german dance,deep euro house,big room,pop,tropical house,dance pop,edm	2980262,24946642	80,88	134	Mood Boosters 2022	2022-11-04	7	190217	False	0
6vqfw1jjCZqDfx3Xzx27eN	Pareja Del Año	Sebastian Yatra,Myke Towers	trap latino,reggaeton,colombian pop,reggaeton colombiano	20261311,9803744	80,83	95	Summer 2022	2022-10-27	9	195333	False	1
0Ezkj98cNB8FzWFdpLLZvv	Ghetto Superstar	Roddy Ricch,G Herbo,Doe Boy	trap,atl trap,southern hip hop,melodic rap,drill,chicago drill,pop rap,atl hip hop,ohio hip hop,vapor trap,hip hop,rap,chicago rap	8536703,1649151,192165	79,72,60	136	Rap Hits 2022	2022-11-04	4	244853	True	1
4is4vFB8Kkaa50ZWnBZAKI	Playa	A Boogie Wit da Hoodie,Ella Bands	trap,rap,melodic rap	6842669,181	80,26	132	R&B - Best of 2022	2022-11-04	2	168934	False	0
4SvDLXzEbGJ1cUDqb4LzZR	On Repeat	Robin Schulz,David Guetta	pop dance,deep house,german dance,deep euro house,big room,pop,tropical house,dance pop,edm	2980262,24946642	80,88	182	Dance - Best of 2022	2022-11-04	1	190217	False	0
7DG0Eu4AosJ1Ac0JI1yIDa	On Repeat	Robin Schulz,David Guetta	pop dance,deep house,german dance,deep euro house,big room,pop,tropical house,dance pop,edm	2980262,24946642	80,88	133	Hits of 2022	2022-11-04	5	190217	False	0
0AYc1awjVdOtRDXSzsGXyx	AUTOMÁTICO	Maria Becerra	latin pop,pop argentino	3259670	81	181	Èxitos España 2022	2022-10-28	22	175317	False	12
3hwuQuIDNO8a7MgJmT1VjO	Speechless	Robin Schulz,Erika Sirola	pop dance,deep house,german dance,deep euro house,finnish pop,pop,tropical house,dance pop,edm	2980262,4267	80,46	134	FALL HITS 2022	2022-10-28	16	217133	False	3
1NJoh7DIAprRJW3CvkmftY	Bad Ass Bitches	Wiz Khalifa	trap,southern hip hop,pop rap,hip hop,rap,pittsburgh rap,dance pop	10769768	81	136	Rap Hits 2022	2022-11-04	4	118466	True	1
5A4ZiHFL4VKlKbJKyALHVG	On Repeat	Robin Schulz,David Guetta	pop dance,deep house,german dance,deep euro house,big room,pop,tropical house,dance pop,edm	2980262,24946642	80,88	179	Top Tracks 2022	2022-11-04	4	190217	False	1
7LdQhazsuPkylVnb4iemXi	Amor Pasajero	Sebastian Yatra	colombian pop,reggaeton colombiano	20261311	80	95	Noche de Brujas 2022	2022-10-31	11	151653	False	2
4DNm2TE89Y6n2GLIOapYN3	Super Gremlin	Kodak Black	trap,florida rap,melodic rap,miami hip hop,hip hop,rap	8639867	81	133	Hits of 2022	2022-11-04	5	200547	True	0
5oM5seHosxqCuDHybuA0qF	Super Gremlin	Kodak Black	trap,florida rap,melodic rap,miami hip hop,hip hop,rap	8639867	81	134	hits 2022	2022-10-28	18	200547	True	6
1GIg5OdjnuR615fAWqcCyx	Regresé	Sebastian Yatra,Justin Quiles,L-Gante	latin hip hop,trap latino,colombian pop,reggaeton colombiano,reggaeton,cumbia 420	20261311,3775735,1690482	80,79,69	95	Noche de Brujas 2022	2022-10-31	11	195506	False	8
