id	name	artist	genres	followers	artist popularity	markets	album	release date	album popularity	duration	explicit	popularity
4fsQ0K37TOXa3hEQfjEic1	ANTIFRAGILE	LE SSERAFIM		826423	74	183	ANTIFRAGILE	2022-10-17	77	184444	False	86
3TSLqZssCoCdDlMhCJ08XW	Still Life	BIGBANG	k-pop,k-pop boy group	4933850	64	182	Still Life	2022-04-05	54	188369	False	66
3yWacnoBnM0lrzLmXAk44d	Em Không Sai, Chúng Ta Sai	ERIK	v-pop	728055	48	183	Em Không Sai, Chúng Ta Sai	2020-05-07	37	291529	False	48
0Q5VnK2DYzRyfqQRJuUtvi	LOVE DIVE	IVE	k-pop girl group	1326368	73	183	LOVE DIVE	2022-04-05	72	177186	False	83
7GNRUsU3M4XNDDB9xle5Dz	That That (prod. & feat. SUGA of BTS)	PSY,SUGA	k-pop,k-rap,korean old school hip hop	1555443,1912624	65,67	180	PSY 9th	2022-04-29	69	174646	False	80
4zCIxSnVWpGNghERX4uWZF	SMILEY(Feat. BIBI)	YENA,BIBI	k-pop,korean r&b	239419,547047	52,67	183	ˣ‿ˣ (SMiLEY)	2022-01-17	57	173413	False	66
3lrNsPdn98i6rxO142pLT6	O.O	NMIXX	k-pop girl group,k-pop	786944	67	181	AD MARE	2022-02-22	64	172936	False	74
0RDqNCRBGrSegk16Avfzuq	Talk that Talk	TWICE	k-pop girl group,k-pop	15382305	80	181	BETWEEN 1&2	2022-08-26	75	177466	False	84
4JmbtS0Muijl37KP9lDscy	Heart Burn	SUNMI	k-pop	2566158	60	182	Heart Burn	2022-06-29	57	193173	False	68
4LRPiXqCikLlN15c3yImP7	As It Was	Harry Styles	pop	24175299	89	182	As It Was	2022-03-31	82	167303	False	93
6PRy17C5LiiN7VCLS6IA98	Future Perfect (Pass the MIC)	ENHYPEN	anime,k-pop boy group	4530335	74	183	MANIFESTO : DAY 1	2022-07-04	71	180750	False	76
5uFqjHOo3Sh0bVPCKf3DdH	Illusion	aespa	k-pop girl group	2524827	70	178	Illusion	2022-06-01	61	195053	False	72
2oBMZYteeO8DyXV9gDx6Za	Feel My Rhythm	Red Velvet	k-pop girl group,k-pop	7707752	70	183	‘The ReVe Festival 2022 - Feel My Rhythm’	2022-03-21	65	210253	False	73
6JletDlQcelZ7uN65qAVi4	Mistletoe	Justin Bieber	pop,canadian pop	67146152	89	95	Kerst Pop 2022	2022-10-30	15	183066	False	2
4XfPydvCJaN6xmN3m96ptw	Mistletoe	Justin Bieber	pop,canadian pop	67146152	89	95	Santa Baby - Christmas 2022	2022-11-08	2	183066	False	0
4RBiD2UN3aDpkcV7KX0S0N	Mistletoe	Justin Bieber	pop,canadian pop	67146152	89	95	Buone Feste di Natale 2022	2022-11-09	0	183066	False	0
3gFcGnU4kTdMYLXDjH1TK8	RUN2U	STAYC	k-pop girl group,k-pop	1033650	65	183	YOUNG-LUV.COM	2022-02-21	65	213426	False	71
1oOjwO6FgPV8cZi6AIOlQs	The Christmas Song (Chestnuts Roasting On An Open Fire)	Justin Bieber,Usher	contemporary r&b,canadian pop,urban contemporary,pop,atl hip hop,r&b,south carolina hip hop,dance pop	67146152,10081756	89,77	95	Home for the Holidays 2022	2022-10-26	4	216426	False	2
2tEMbypmvYhf84mzVbhxwZ	NANANA	GOT7	k-pop,k-pop boy group	6237301	63	182	GOT7	2022-05-23	62	187466	False	71
0Xq7z6pATd2lDDFHhCIOWw	Only Thing I Ever Get For Christmas	Justin Bieber	pop,canadian pop	67146152	89	95	Kerst Pop 2022	2022-10-30	15	192160	False	1
5IRRSjO92yf3PF4QcqDDV3	Crazy What Love Can Do	David Guetta,Becky Hill,Ella Henderson	pop dance,pop house,post-teen pop,talent show,uk pop,big room,pop,tropical house,uk dance,dance pop,edm	24946642,555489,1456781	88,76,73	133	Hits of 2022	2022-11-04	5	169756	False	0
2Q6dstfBgkA7UB7sTMlF8h	Crazy What Love Can Do	David Guetta,Becky Hill,Ella Henderson	pop dance,pop house,post-teen pop,talent show,uk pop,big room,pop,tropical house,uk dance,dance pop,edm	24946642,555489,1456781	88,76,73	134	hits 2022	2022-10-28	18	169756	False	2
1fdlTXD7obDyqOpx96BEL9	MAISON	Dreamcatcher	k-pop girl group,k-pop	1093623	63	183	[Apocalypse : Save us]	2022-04-12	57	185733	False	63
5LcmbTId0Xsjkk4EHl9l2E	Crazy What Love Can Do	David Guetta,Becky Hill,Ella Henderson	pop dance,pop house,post-teen pop,talent show,uk pop,big room,pop,tropical house,uk dance,dance pop,edm	24946642,555489,1456781	88,76,73	128	My Faves 2022	2022-11-04	1	169756	False	0
3JcKCicqIJ0qYWnHTLQzN9	Crazy What Love Can Do	David Guetta,Becky Hill,Ella Henderson	pop dance,pop house,post-teen pop,talent show,uk pop,big room,pop,tropical house,uk dance,dance pop,edm	24946642,555489,1456781	88,76,73	128	Pop - Best of 2022	2022-11-04	2	169756	False	0
0osTcuObgOeByy9CG0jOFm	Crazy What Love Can Do	David Guetta,Becky Hill,Ella Henderson	pop dance,pop house,post-teen pop,talent show,uk pop,big room,pop,tropical house,uk dance,dance pop,edm	24946642,555489,1456781	88,76,73	134	Mood Boosters 2022	2022-11-04	7	169756	False	0
3aGijDg4MquOm2lPWqhvOO	I'm Good (Blue)	David Guetta,Bebe Rexha	pop dance,post-teen pop,big room,pop,dance pop,edm	24946642,7677843	88,83	181	Èxitos España 2022	2022-10-28	22	175238	True	24
4816SgmXzbsB5wMs9jxU3j	I'm Good (Blue)	David Guetta,Bebe Rexha	pop dance,post-teen pop,big room,pop,dance pop,edm	24946642,7677843	88,83	134	Mood Boosters 2022	2022-11-04	7	175238	True	14
7c10QWzOqwuRa8oysmukdA	I'm Good (Blue)	David Guetta,Bebe Rexha	pop dance,post-teen pop,big room,pop,dance pop,edm	24946642,7677843	88,83	134	hits 2022	2022-10-28	18	175238	True	24
72WboBbOfINAZ2CShx44hJ	Crazy What Love Can Do	David Guetta,Becky Hill,Ella Henderson	pop dance,pop house,post-teen pop,talent show,uk pop,big room,pop,tropical house,uk dance,dance pop,edm	24946642,555489,1456781	88,76,73	181	Pop 2022	2022-11-04	6	169756	False	2
0UxwGkx0g1dBCYLt2Q1sVF	I'm Good (Blue)	David Guetta,Bebe Rexha	pop dance,post-teen pop,big room,pop,dance pop,edm	24946642,7677843	88,83	134	FALL HITS 2022	2022-10-28	16	175238	True	24
6oG4kRnKM1O2IrSVvZGxhP	The Christmas Song (Chestnuts Roasting On An Open Fire)	Justin Bieber,Usher	contemporary r&b,canadian pop,urban contemporary,pop,atl hip hop,r&b,south carolina hip hop,dance pop	67146152,10081756	89,77	95	Santa Baby - Christmas 2022	2022-11-08	2	216426	False	0
695lNzwxT2EBTu5yEUg28d	Family Affair (Dance for Me)	David Guetta	pop dance,big room,pop,dance pop,edm	24946642	88	182	Dance - Best of 2022	2022-11-04	1	158391	False	1
3xJI2kM8PgzoLTtftrD5L1	Family Affair (Dance for Me)	David Guetta	pop dance,big room,pop,dance pop,edm	24946642	88	132	All Out 2022	2022-11-04	5	158391	False	1
51z2DIaJbLouepE8SqZkGs	Fantasia & Fugue in C Major, K. 394: I. Fantasia (Remastered 2022)	Wolfgang Amadeus Mozart,Ralph Kirkpatrick	harpsichord,historical keyboard,classical,classical era	4700724,840	74,16	183	Mozart: Piano Works (Remastered 2022)	2022-11-04	14	348373	False	10
2jze8suCwxb6SrZZg6RZLm	Keyboard Suite in C Major, K. 399: I. Overture (Remastered 2022)	Wolfgang Amadeus Mozart,Ralph Kirkpatrick	harpsichord,historical keyboard,classical,classical era	4700724,840	74,16	183	Mozart: Piano Works (Remastered 2022)	2022-11-04	14	241197	False	10
2zDsHmLIraYbAEj6PGwxww	Fantasia & Fugue in C Major, K. 394: II. Fugue (Remastered 2022)	Wolfgang Amadeus Mozart,Ralph Kirkpatrick	harpsichord,historical keyboard,classical,classical era	4700724,840	74,16	183	Mozart: Piano Works (Remastered 2022)	2022-11-04	14	239414	False	9
2vpkYIN4yJTlYmteMgA5sc	Goldberg Variations, BWV 988: Aria (Remastered 2022)	Johann Sebastian Bach,Karl Richter	early music,german baroque,classical,baroque,classical organ	3751403,7950	75,46	183	J.S. Bach: Goldberg Variations, BWV 988 (Remastered 2022)	2022-10-28	16	136688	False	10
42zq1XOJRo3e9CNel4m9mW	Goldberg Variations, BWV 988: Var. 1 (Remastered 2022)	Johann Sebastian Bach,Karl Richter	early music,german baroque,classical,baroque,classical organ	3751403,7950	75,46	183	J.S. Bach: Goldberg Variations, BWV 988 (Remastered 2022)	2022-10-28	16	78720	False	8
04uv9I3McVP3qJCFBdZW3Y	Goldberg Variations, BWV 988: Var. 2 (Remastered 2022)	Johann Sebastian Bach,Karl Richter	early music,german baroque,classical,baroque,classical organ	3751403,7950	75,46	183	J.S. Bach: Goldberg Variations, BWV 988 (Remastered 2022)	2022-10-28	16	60760	False	8
3YkShLJJYd5SCBUnr7kiSZ	Piano Sonata No. 17 in B-Flat Major, K. 570: III. Allegretto (Remastered 2022)	Wolfgang Amadeus Mozart,Ralph Kirkpatrick	harpsichord,historical keyboard,classical,classical era	4700724,840	74,16	183	Mozart: Piano Works (Remastered 2022)	2022-11-04	14	209149	False	10
6z89u9g13xlusLSjzZz7Dj	Goldberg Variations, BWV 988: Var. 7 (Remastered 2022)	Johann Sebastian Bach,Karl Richter	early music,german baroque,classical,baroque,classical organ	3751403,7950	75,46	183	J.S. Bach: Goldberg Variations, BWV 988 (Remastered 2022)	2022-10-28	16	62026	False	6
3ihYX0diNaFi4fgwPdsnYs	Goldberg Variations, BWV 988: Var. 8 (Remastered 2022)	Johann Sebastian Bach,Karl Richter	early music,german baroque,classical,baroque,classical organ	3751403,7950	75,46	183	J.S. Bach: Goldberg Variations, BWV 988 (Remastered 2022)	2022-10-28	16	78533	False	6
7c0U6VALatoAvnVxd6Te1V	Goldberg Variations, BWV 988: Var. 12, Canone alla quarta (Remastered 2022)	Johann Sebastian Bach,Karl Richter	early music,german baroque,classical,baroque,classical organ	3751403,7950	75,46	183	J.S. Bach: Goldberg Variations, BWV 988 (Remastered 2022)	2022-10-28	16	94253	False	6
27fSCf0WcjAPBFWXqZf6Vt	Goldberg Variations, BWV 988: Var. 4 (Remastered 2022)	Johann Sebastian Bach,Karl Richter	early music,german baroque,classical,baroque,classical organ	3751403,7950	75,46	183	J.S. Bach: Goldberg Variations, BWV 988 (Remastered 2022)	2022-10-28	16	36706	False	7
7cpzzkwNTyUNNyUTjIGKkY	Goldberg Variations, BWV 988: Var. 3, Canone all'unisuono (Remastered 2022)	Johann Sebastian Bach,Karl Richter	early music,german baroque,classical,baroque,classical organ	3751403,7950	75,46	183	J.S. Bach: Goldberg Variations, BWV 988 (Remastered 2022)	2022-10-28	16	79266	False	7
1P3L77RXXXvw9gJMqpRRhi	Kém Duyên (feat. NIT, MASEW)	Rum,Masew,NIT	v-pop	11934,428186,428	31,47,28	183	Kém Duyên (feat. NIT, MASEW)	2017-11-05	31	224744	False	43
6aeU5IH8DB1qHK5jRFTNUv	Hương (feat. Negav)	Văn Mai Hương,Negav	vietnamese hip hop,v-pop	277646,4464	46,36	183	hương	2021-01-23	40	210285	False	47
74dZm72WtQx122nyIFhJAB	Em Đã Biết	Suni Hạ Linh	v-pop	187086	51	183	Em Đã Biết	2016-03-17	36	261321	False	47
1fh5Sf3fFESFOS8D82RQiI	từ thích thích thành thương thương	AMEE,Hoàng Dũng	vietnamese singer-songwriter,v-pop	806042,439659	51,54	183	dreAMEE (acoustic)	2020-12-15	44	204230	False	52
2WoluqyWzsgRmFCeHeGlnm	SNEAKERS	ITZY	k-pop girl group	4841875	72	181	CHECKMATE	2022-07-15	66	179453	False	76
296nXCOv97WJNRWzIBQnoj	FEARLESS	LE SSERAFIM		826423	74	183	FEARLESS	2022-05-02	75	168437	False	81
5jbC5gnLRAafNuadQU0QB8	白月光与朱砂痣	大籽	chinese viral pop	21947	44	183	白月光与朱砂痣	2021-01-01	49	204215	False	60
5KYv3kORBKUmVEoqbRRWxt	Từng Là Của Nhau	Bao Anh,Táo	vietnamese hip hop,v-pop	428204,146569	42,45	182	Từng Là Của Nhau	2022-08-30	46	269473	False	57
0oeVHAgY8Q7Mdce5Quj2G4	ILLELLA	MAMAMOO	k-pop girl group,k-pop	5981188	66	182	MIC ON	2022-10-11	65	166053	False	75
4h4QlmocP3IuwYEj2j14p8	Sunroof	Nicky Youre,dazy	pop	76695,6151	72,72	183	Sunroof	2021-12-03	78	163025	False	90
4Dvkj6JhhA12EX05fT7y2e	As It Was	Harry Styles	pop	24175299	89	183	Harry's House	2022-05-20	91	167303	False	91
61k187Ygyhw9PUckZc1A3J	If You Have A Dream - 2	Rtee,MIN,TINLE	v-pop	4772,814795,235	40,51,31	183	If You Have A Dream 2	2021-08-18	16	192666	False	26
02Vb9vfZUmqAKNhQwFjPSZ	I LOVE U	WINNER	k-pop,k-pop boy group	2394922	56	182	HOLIDAY	2022-07-05	51	176000	False	60
02SbQgZbzMoylPoGr32ugF	Drama	IU	k-pop	7491277	70	183	Pieces	2021-12-29	53	128106	False	57
2LhaQUFez282XCuTDSTDcV	Cô Ta	Vũ.	vietnamese singer-songwriter,indie viet,v-pop,rock viet	1325042	58	182	Một Vạn Năm	2022-09-09	57	214500	False	57
37BZB0z9T8Xu7U3e65qxFy	Save Your Tears (with Ariana Grande) (Remix)	The Weeknd,Ariana Grande	pop,canadian contemporary r&b,canadian pop,dance pop	52009673,84560092	93,87	183	Save Your Tears (Remix)	2021-04-23	71	191013	False	82
4C6Uex2ILwJi9sZXRdmqXp	Super Freaky Girl	Nicki Minaj	queens hip hop,hip pop,pop,rap,dance pop	26465432	85	182	Super Freaky Girl	2022-08-12	78	170977	True	89
5Wll1i0Y8GGjyePcP83L3x	Feelin' Like	PENTAGON	k-pop,k-pop boy group	1939858	55	181	IN:VITE U	2022-01-24	46	167213	False	54
0WtM2NBVQNNJLh6scP13H8	Calm Down (with Selena Gomez)	Rema,Selena Gomez	pop,nigerian pop,post-teen pop,dance pop	1325253,38238318	78,83	182	Calm Down (with Selena Gomez)	2022-08-25	81	239317	False	92
32OlwWuMpZ6b0aN2RZOeMS	Uptown Funk (feat. Bruno Mars)	Mark Ronson,Bruno Mars	pop,dance pop	980677,44114553	73,86	183	Uptown Special	2015-01-12	71	269666	True	82
6jUq2EfNMW7SizzNVVGvhm	Ring The Alarm	KARD	k-pop	1668826	55	183	KARD 5th Mini Album 'Re:'	2022-06-22	53	185053	False	63
5rzGBreVNO26JLj9vv7R2K	Leave the Door Open	Bruno Mars,Anderson .Paak,Silk Sonic	pop,escape room,neo soul,dance pop	44114553,2248555,742262	86,77,72	133	Hits of 2022	2022-11-04	5	242096	False	0
06KML1YwGC6btQv8w38oe6	Bad Liar	Imagine Dragons	modern rock,rock	43081811	87	94	Love Autumn 2022	2022-10-26	11	260773	False	4
6Jrdb6CFOJEGaHjaa6c4WR	IDGAF (with blackbear)	BoyWithUke,blackbear	sad rap,pop,pop rap	2537687,4797255	76,78	182	IDGAF	2022-03-18	61	140665	True	72
6I6qUr5JTXb2tH751vVTUh	Bad Liar	Imagine Dragons	modern rock,rock	43081811	87	90	Hello Autumn 2022	2022-10-26	11	260773	False	7
22My3JYNpnQTi7mfEgwfFa	Love's Train	Bruno Mars,Anderson .Paak,Silk Sonic	pop,escape room,neo soul,dance pop	44114553,2248555,742262	86,77,72	128	My Faves 2022	2022-11-04	1	307014	False	0
02YVu3rLZXbNzr6y7lClQZ	Levitating	Dua Lipa,DaBaby	trap,uk pop,pop,north carolina hip hop,rap,dance pop	37031742,10217577	87,81	128	My Faves 2022	2022-11-04	1	203064	False	1
1xik6nqwPhNwyGFhpJfthV	Demons	Imagine Dragons	modern rock,rock	43081811	87	94	Halloween Hits 2022	2022-10-28	33	177506	False	8
3cBrSkE1B47I9O30ElWJKE	Love's Train	Bruno Mars,Anderson .Paak,Silk Sonic	pop,escape room,neo soul,dance pop	44114553,2248555,742262	86,77,72	181	Pop 2022	2022-11-04	6	307014	False	1
6Nz10R8s1BqOM2VdY6aNKJ	The Lighthouse Keeper	Sam Smith	pop,dance pop,uk pop	20643096	87	95	Hits Noel 2022	2022-10-27	20	247493	False	1
2WO4opqeZuMfJvj1c0ZroP	Dancing With A Stranger	Sam Smith,Normani	post-teen pop,uk pop,urban contemporary,pop,r&b,rap,dance pop	20643096,2162980	87,68	94	Halloween Hits 2022	2022-10-28	33	171029	False	8
4LJU1IcS2RDx6napWzyvNB	Skate	Bruno Mars,Anderson .Paak,Silk Sonic	pop,escape room,neo soul,dance pop	44114553,2248555,742262	86,77,72	132	All Out 2022	2022-11-04	5	203122	False	1
5iuY5JyFoGcjOm8jrjXUwv	The Lighthouse Keeper	Sam Smith	pop,dance pop,uk pop	20643096	87	95	Hits Noël 2022	2022-10-27	5	247493	False	1
2AxaXcxXpo1Tail4FYMleC	Have Yourself A Merry Little Christmas	Sam Smith	pop,dance pop,uk pop	20643096	87	95	Hits Noël 2022	2022-10-27	5	170964	False	1
0tYZo2UhV1lrUez5CA0Iyw	Guerrilla	ATEEZ	k-pop,k-pop boy group	2531004	69	182	THE WORLD EP.1 : MOVEMENT	2022-07-29	66	207921	False	72
7pn9xOOnzM0MG6zOl0hDXI	Have Yourself A Merry Little Christmas	Sam Smith	pop,dance pop,uk pop	20643096	87	95	Home for the Holidays 2022	2022-10-26	4	170964	False	1
6M0njKf2lLXtFwB6XhFUgc	LOVE	Monsta X	k-pop,k-pop boy group	4652374	63	180	SHAPE OF LOVE	2022-04-26	51	215613	False	55
3fskmvaD9eMVJdUjz5Dn7c	Have Yourself A Merry Little Christmas	Sam Smith	pop,dance pop,uk pop	20643096	87	95	Hits Noel 2022	2022-10-27	20	170964	False	4
2BQcEC5hMUaTHrv3s9pxun	Higher Power	Coldplay	pop,permanent wave	39551645	87	182	Football Songs 2022	2022-10-28	7	211294	False	4
2qRsmVV1EP2vPOjMNeTSUS	Have Yourself A Merry Little Christmas	Sam Smith	pop,dance pop,uk pop	20643096	87	95	Kerst Pop 2022	2022-10-30	15	170964	False	3
3Rc88wPqEx8Wh1Ch3eiWMz	Thunder	Imagine Dragons	modern rock,rock	43081811	87	94	Love Autumn 2022	2022-10-26	11	187146	False	6
0hLhJhCTFsjmGskLR4a3OI	Have Yourself A Merry Little Christmas	Sam Smith	pop,dance pop,uk pop	20643096	87	95	Christmas Morning 2022	2022-10-28	12	170964	False	6
5f7uZsXcDJPaWK1hrhJBwe	Have Yourself A Merry Little Christmas	Sam Smith	pop,dance pop,uk pop	20643096	87	95	XMAS 2022	2022-11-03	12	170964	False	1
5B2dV3PF0c6hLNTtQW4CiP	bury a friend	Billie Eilish	pop,art pop,electropop	71292281	87	94	Halloween Hits 2022	2022-10-28	33	193143	False	6
5vlZgrX6IFDBE0SHDD41wL	I'm Good (Blue)	David Guetta,Bebe Rexha	pop dance,post-teen pop,big room,pop,dance pop,edm	24946642,7677843	88,83	182	TikTok Viral Hits November 2022	2022-11-04	12	175238	True	14
0MFFYWZgKMOK3a9bxpCElq	Have Yourself A Merry Little Christmas	Sam Smith	pop,dance pop,uk pop	20643096	87	92	Christmas Greatest Hits 2022	2022-11-02	11	170964	False	3
1wEuT39rSJAAaNsUxou9z0	The Lighthouse Keeper	Sam Smith	pop,dance pop,uk pop	20643096	87	95	Santa Baby - Christmas 2022	2022-11-08	2	247493	False	0
2Ajk6j11O6YbaAXAd6Fqdz	Sigue	J Balvin,Ed Sheeran	uk pop,trap latino,reggaeton colombiano,pop,reggaeton	35699281,104581897	86,89	95	Noche de Brujas 2022	2022-10-31	11	159386	True	5
2f435FzqsRwj5M7uf9VQ8h	Have Yourself A Merry Little Christmas	Sam Smith	pop,dance pop,uk pop	20643096	87	95	Santa Baby - Christmas 2022	2022-11-08	2	170964	False	0
1G9udmctlnLyk5BXgJbifd	Have Yourself A Merry Little Christmas	Sam Smith	pop,dance pop,uk pop	20643096	87	95	Buone Feste di Natale 2022	2022-11-09	0	170964	False	0
5HCyWlXZPP0y6Gqq8TgA20	STAY (with Justin Bieber)	The Kid LAROI,Justin Bieber	pop,canadian pop,australian hip hop	4066157,67146152	80,89	182	STAY (with Justin Bieber)	2021-07-09	76	141805	True	87
748mdHapucXQri7IAO8yFK	Kiss Me More (feat. SZA)	Doja Cat,SZA	pop,rap,r&b,dance pop	22747408,8662532	86,83	182	Kiss Me More (feat. SZA)	2021-04-09	69	208866	True	80
5ItVLVTESb7fuhymIVQpZ7	2022	KOIN		49	2	182	2022	2022-01-16	3	138461	False	9
00Jfv9ijTSy13NEFIU54zg	2022	Zoverze		32	6	183	2022	2022-02-20	0	203007	False	1
2Zc3DlVHtwqAVE4KcdajnN	2022	Baby Storme,Alex Cain		43566,40	34,19	183	2022	2022-04-08	26	192000	False	37
7qVYY29C4er7KW0RPPfwh1	Smells Like Me	Charlie Puth	pop,viral pop,dance pop	18135305	83	181	Pop 2022	2022-11-04	6	204079	False	2
3ZY5jZn3EFx1f5Hji7JNzr	2022	Raw Fish		338	11	183	2022	2022-05-13	0	252072	False	2
6WrI0LAC5M1Rw2MnX2ZvEg	Don't Start Now	Dua Lipa	pop,dance pop,uk pop	37031742	87	178	Don't Start Now	2019-10-31	67	183290	False	78
4rHxOGfaQazCwt33cJjgUN	2022	AFTERUS,Trance Reserve	russian trance	276,185	11,5	183	2022	2022-07-15	1	180895	False	5
3Tn2yYJtJx6A4U9SowrmZh	2022	Eddie Bars,Yungin8		518,14	19,15	183	Inner Thoughts	2022-07-01	10	251480	True	3
38xn5HOstMgE4zIaVnxPDo	2022	Byron Petrucci		10	2	183	2022	2022-01-01	6	65449	False	8
6aZkE6Hn73QxHqk0CpgPbn	2022	Aok Sokunkanha,Chhorn Sovannareach	cambodian pop	6263,3602	17,14	183	2022	2022-01-21	3	280850	False	10
47Du4k26BL76BY0fnsbvj4	2022	TheLisorML		83	26	183	2022	2022-01-17	9	130000	False	18
4wHbjEV5xmg7z3fIZ7bgQL	2022	TK		921	19	183	22' Vision	2022-03-30	11	172564	True	13
6XL4S7n4FkBXXGXpglFQnw	2022	Alpie		53	16	183	New Leaf	2020-07-04	23	147700	False	15
50fqhNXa174Te7j95WRQHT	Love's Train	Bruno Mars,Anderson .Paak,Silk Sonic	pop,escape room,neo soul,dance pop	44114553,2248555,742262	86,77,72	128	Pop - Best of 2022	2022-11-04	2	307014	False	0
5U2UhGSV4uWh70A8nGBgQm	2022	Gabriel Wenner,Daniel Chase,Haneri	singaporean pop	109,2204,1825	14,28,39	183	2022	2020-11-20	15	196299	False	25
74U39XDWReUvGo7TRSOAff	Run	OneRepublic	pop,piano rock	14465053	83	90	Hello Autumn 2022	2022-10-26	11	169010	False	4
2cJqnWiyEzoTBaETvWQrsO	2022	Joella T		145	5	183	2022	2022-01-28	2	136744	True	7
0VCiam4YIiVnr9fugmbqOr	2022	Piano by VN		1463	25	183	2022	2021-12-16	11	162857	False	21
6iRmMcwZvk5ZlYhTiTQ7Y6	2022	eightyoneace,MZLE		781,34	19,3	183	2022	2022-03-04	3	126428	True	9
07QHxPQatnwskzErHV09Ca	2022	MONATIK	russian pop,ukrainian pop	556489	48	183	ART Оборона	2022-07-01	43	81624	False	28
4n2ypkwIcMBHHWnPr8VaAD	Better Days	OneRepublic	pop,piano rock	14465053	83	94	Love Autumn 2022	2022-10-26	11	144545	False	2
5IO3V3FmcVG0voT7KX3vey	Better Days	OneRepublic	pop,piano rock	14465053	83	94	Autumn Mood 2022	2022-10-26	10	144545	False	2
2lFeir1XMPIRPcvNGQwCSr	2022	Bazanji	pop rap	236225	59	183	2022	2022-01-07	31	98604	True	43
4QusdcXtE8GbQ6t5DdtVix	2022	Jack Dawkins		8300	26	183	Short Stories	2022-07-29	12	118000	True	12
461r1EynQtOIQwYqPSAFL4	2022	Deep Sly		33	26	183	Rise of Sly	2022-01-04	33	89000	False	25
0UM88PJYmk8eagS0i1J60E	2022	Petit Voyou	rap calme	14233	41	183	2022	2022-01-28	30	139826	False	41
4ekA2ZsYdmQ7T0e2bPRFck	Cozy Little Christmas	Katy Perry	pop,dance pop	23289513	83	95	Christmas 2022	2022-11-01	11	182520	False	3
7j9Ak68x2tiKwQpAcDdydt	Love's Train	Bruno Mars,Anderson .Paak,Silk Sonic	pop,escape room,neo soul,dance pop	44114553,2248555,742262	86,77,72	132	R&B - Best of 2022	2022-11-04	2	307014	False	2
2bFb2OW9klfSoQFv1DQWmf	Pushin P	Gunna,Future,Young Thug	trap,atl trap,southern hip hop,gangster rap,melodic rap,pop rap,atl hip hop,hip hop,rap	4679873,12389535,7580612	83,87,82	134	hits 2022	2022-10-28	18	136266	True	1
2D98daxskyp2lua12cbZwk	FOR FUN	Lil Uzi Vert	trap,rap,melodic rap,philly rap	13972014	84	134	hits 2022	2022-10-28	18	188059	True	2
7J7AglDgGuF9Q6BP1e6OrX	Christmas Without You	OneRepublic	pop,piano rock	14465053	83	95	Kerst Pop 2022	2022-10-30	15	197146	False	1
2M7GezCETHvZjUTmUpAjhT	ZONA DEL PERREO	Daddy Yankee,Natti Natasha,Becky G	latin viral pop,latin hip hop,trap latino,pop,reggaeton,latin pop,rap latina	30069990,8555498,12586781	86,75,78	95	Noche de Brujas 2022	2022-10-31	11	191920	True	3
2a1IguzTZsXgUuRCzXIZcs	FOR FUN	Lil Uzi Vert	trap,rap,melodic rap,philly rap	13972014	84	182	Hip Hop - Best of 2022	2022-11-04	4	188059	True	0
2Ajk6j11O6YbaAXAd6Fqdz	Sigue	J Balvin,Ed Sheeran	uk pop,trap latino,reggaeton colombiano,pop,reggaeton	35699281,104581897	86,89	95	Noche de Brujas 2022	2022-10-31	11	159386	True	5
7BT76XyzFXpncW5tu9S9ga	SPACE CADET	Lil Uzi Vert	trap,rap,melodic rap,philly rap	13972014	84	182	Hip Hop - Best of 2022	2022-11-04	4	166690	True	0
3eMi4WvFU4xKBiPnrEZo4v	2022	L.S. Dunes		32211	42	182	2022	2022-09-23	35	270712	False	45
3VCnAVjdt3ID7ss8Kp7jzn	SPACE CADET	Lil Uzi Vert	trap,rap,melodic rap,philly rap	13972014	84	136	Rap Hits 2022	2022-11-04	4	166690	True	2
5Ffdq0HvxiBDiofkwVSiLB	X ÚLTIMA VEZ	Daddy Yankee,Bad Bunny	latin hip hop,reggaeton,trap latino	30069990,58537792	86,97	95	Noche de Brujas 2022	2022-10-31	11	192477	True	5
43PKcehgVLolAQjV6IClHx	Christmas Tree	Lady Gaga,Space Cowboy	pop,art pop,dance pop	23679494,10551	84,40	95	Kerst Pop 2022	2022-10-30	15	142266	False	3
6ygf36lTU1bMocl46hZOAG	2022	Fother Muckers	chilean rock,chilean indie,latin rock	73492	43	183	Justo y Necesario	2008-10-15	47	251428	False	52
1r0i5p1GV3w7jGO7Z0Aoua	Experimento	Myke Towers	reggaeton,trap latino	9803744	83	181	Èxitos España 2022	2022-10-28	22	222728	False	10
5AVKphtd4SATbBVnb8ImfL	Christmas Without You	OneRepublic	pop,piano rock	14465053	83	95	Weihnachten 2022	2022-11-08	2	197146	False	0
3S6os8CI1wuvZfEO9Qn8N6	Tic Tac	Future,Lil Uzi Vert	trap,southern hip hop,melodic rap,atl hip hop,philly rap,hip hop,rap	12389535,13972014	87,84	182	TikTok Viral Hits November 2022	2022-11-04	12	189147	True	2
7BHbCguVoyFkQ5dwf2Feb6	RUMBATÓN	Daddy Yankee	latin hip hop,reggaeton,trap latino	30069990	86	95	Noche de Brujas 2022	2022-10-31	11	248768	False	7
1EwLRlAvX0z4Q57xifJJcb	Teeth	Lady Gaga	pop,art pop,dance pop	23679494	84	94	Halloween Hits 2022	2022-10-28	33	220693	False	5
