id	name	genres	followers	popularity
4FlG0V0jhLO4qGpayFOphj	EST Gee	kentucky hip hop, pop rap, rap, southern hip hop, trap	311386	71
1GxkXlMwML1oSg5eLPiAz3	Michael Bublé	adult standards, canadian pop, jazz pop, lounge	5497287	75
4NJhFmfw43RLBLjQvxDuRS	Wolfgang Amadeus Mozart	classical, classical era	4700724	74
0njRx4nljcrOPrIMm1hyci	Ralph Kirkpatrick	harpsichord, historical keyboard	840	16
4jogXSSvlyMkODGSZ2wc2P	Calibre 50	musica mexicana	8771602	76
3dAzSJ9lQnJSq5Z0OgDBep	Brad Kane	disney, movie tunes	10899	53
1GlMjIezcLwV3OFlX0uXOv	Lea Salonga	hollywood, movie tunes, show tunes, tagalog worship	162985	58
3xvaSlT4xsyk6lY1ESOspO	Disney		243260	80
5KNNVgR6LBIABRIomyCwKJ	Dermot Kennedy	folk-pop, irish pop, pop	1193278	73
0p4nmQO2msCgU4IF37Wi3j	Avril Lavigne	canadian pop, candy pop, dance pop, pop, post-teen pop	9254088	75
2cFrymmkijnjDg9SS92EPM	blackbear	pop, pop rap	4797255	78
6kgYj0BHuAkQkZVkxYFCVC	Fred Waring & The Pennsylvanians		684	22
3lPQ2Fk5JOwGWAF3ORFCqH	John Mellencamp	album rock, classic rock, country rock, heartland rock, mellow gold, pop rock, rock, singer-songwriter, soft rock	1419506	64
6piIAIurGAryW5h1rqQC16	Passion	ccm, christian alternative rock, christian music, world worship, worship	370703	59
61fqRzZ9aHyPeTdUIqEEFx	Kristian Stanfill	ccm, christian music, worship	119091	55
5YxebzzreNswbtYC1td4cx	Tasha Cobbs Leonard	gospel, naija worship	946849	57
3YChYj3gO6EJmFwI79cUSe	Anna Golden	anthem worship, apostolic worship, ccm, christian pop, world worship	21545	47
6XpaIBNiVzIetEPCWDvAFP	Whitney Houston	dance pop, pop, urban contemporary	8511377	74
5LfGQac0EIXyAN8aUwmNAQ	The Offspring	alternative metal, permanent wave, punk, rock, skate punk, socal pop punk	4753571	74
5FxD8fkQZ6KcsSYupDVoSO	Omar Apollo	bedroom pop, bedroom soul, pop, r&b	643227	74
1VBflYyxBhnDc9uVib98rw	Icona Pop	candy pop, dance pop, edm, electropop, metropopolis, pop, swedish electropop, swedish synthpop	685250	64
7gOdHgIoIKoe4i9Tta6qdD	Jonas Brothers	boy band, dance pop, pop, post-teen pop	6578915	74
7guDJrEfX3qb6FEbdPA5qi	Stevie Wonder	funk, motown, quiet storm, soul	5851249	74
1dABGukgZ8XKKOdd2rVSHM	Lofi Fruits Music	lo-fi cover, lo-fi product	765787	78
34b7j3TqM5ramjmt2mc8tB	Chill Fruits Music	lo-fi product	75604	77
509uujzfVFQeEMnsgGTjNO	Laura Mellencamp		2	13
6sFIWsNpZYqfjUpaCgueju	Carly Rae Jepsen	canadian pop, dance pop, electropop, pop, post-teen pop	5165994	74
6MDME20pz9RveH9rEXvrOM	Clean Bandit	dance pop, edm, pop, pop dance, post-teen pop, tropical house, uk dance, uk funky	4960497	74
5Wg2b4Mp42gicxEeDNawf7	A7S	scandipop	38933	70
3GBPw9NK25X1Wt2OUvOwY3	Jack Johnson	neo mellow	3494525	74
