id	danceability	energy	key	loudness	mode	speechiness	acousticness	instrumentalness	liveness	valence	tempo	duration_ms	time_signature	genre
0SmQ0UWeiHKQtxUej4Rem6	0.67	0.618	9	-5.467	0	0.0377	0.128	0	0.0534	0.251	147.015	225358	4	v-pop
4xqrdfXkTW4T0RauPLv3WA	0.357	0.425	5	-7.301	1	0.0333	0.584	0	0.322	0.27	102.078	198040	3	bedroom pop
40BomFCBuJok3OjxM9oG7e	0.434	0.506	0	-5.359	1	0.0317	0.535	0	0.163	0.346	143.776	155108	4	k-pop
1vG1po7CMKs979IuxjXPAl	0.733	0.541	9	-10.27	1	0.041	0.783	0.000526	0.117	0.721	147.011	199036	4	v-pop
0uBoksL6JwgTNfx9wzuJac	0.707	0.353	6	-13.412	1	0.0339	0.8	8.11e-06	0.0873	0.364	119.987	179000	3	v-pop
0ri0Han4IRJhzvERHOZTMr	0.813	0.415	0	-5.926	1	0.0349	0.777	0	0.131	0.667	91.921	170345	4	bedroom soul
7wkX67ruxr3x2GFz6vyIX9	0.48	0.353	1	-8.391	1	0.0319	0.689	0.000186	0.156	0.319	135.824	278824	4	indie viet
7eJMfftS33KTjuF7lTsMCx	0.726	0.431	8	-8.765	0	0.135	0.731	0	0.696	0.348	144.026	173333	4	sad rap
3aod0YkElt1a1IjP67aBeQ	0.879	0.649	0	-9.902	1	0.109	0.775	0.0016	0.108	0.725	135.007	172604	4	vietnamese hip hop
0QrWEhI9Bb0MHQwfSIHfzL	0.673	0.376	11	-7.886	0	0.0357	0.915	8.32e-05	0.0973	0.414	104.997	216000	4	v-pop
16YX7SfThwFHdSYYWO6VaL	0.737	0.707	2	-3.318	0	0.0386	0.277	0.305	0.0881	0.196	114.972	208696	4	v-pop
2FWBdovgRvBSzA1JESUe0D	0.932	0.609	10	-6.429	0	0.133	0.292	0	0.056	0.612	140.054	189297	4	v-pop
1FmdRNbzDEv7iII6Iaxm6g	0.762	0.463	0	-9.336	1	0.0583	0.852	0.157	0.374	0.561	87.034	255500	4	
460WMeltK2dxce4qhcaCF7	0.773	0.533	7	-8.536	1	0.0481	0.545	0.000974	0.11	0.185	95.029	199579	4	indie electropop
0rIrFq7cRTG1q8ga01cNmx	0.823	0.445	9	-11.494	0	0.304	0.958	3.44e-05	0.099	0.348	87.038	183118	4	vietnamese trap
6FZDfxM3a3UCqtzo5pxSLZ	0.752	0.488	6	-7.05	1	0.0705	0.297	9.11e-06	0.0936	0.533	136.041	201661	4	dance pop
3U5WFUIgOaA1U7GdTs4yjQ	0.807	0.744	11	-4.146	1	0.0569	0.146	0	0.113	0.475	129.05	197209	4	v-pop
4RZJObXQzsKQLd25LBjBG8	0.923	0.601	2	-4.692	1	0.0726	0.0644	0.000253	0.0508	0.776	129.944	192000	4	v-pop
4MRXbWH2BzuUZcoabj6HRh	0.34	0.255	11	-13.713	1	0.0611	0.882	6.38e-05	0.161	0.46	67.905	202625	4	v-pop
6CM3MwvyVywmrIaU0TdV2q	0.589	0.251	0	-11.583	0	0.0305	0.838	0.000585	0.362	0.181	115.971	347601	4	viet lo-fi
1AAGvzJRWMTKx7PNfeTvP4	0.669	0.403	2	-10.745	1	0.0659	0.538	2.22e-05	0.0949	0.111	105.01	242857	4	v-pop
7J6QwtYXu7MyCvGWV6Bwfd	0.478	0.359	0	-8.897	1	0.0286	0.853	1.06e-06	0.106	0.216	133.756	275845	4	v-pop
5DYg0OGm3Vg89wIo3COr52	0.653	0.399	5	-9.272	1	0.0402	0.734	4.14e-05	0.514	0.234	121.902	228197	4	viet lo-fi
0efhlUq1kofZVoY4D4IZxg	0.685	0.564	3	-11.582	0	0.115	0.813	0.000946	0.165	0.448	144.97	254746	4	v-pop
3ESeHjnPRxAg4mW3KsFyXi	0.861	0.591	7	-5.319	0	0.213	0.6	1.46e-05	0.062	0.52	78.977	264000	4	indie viet
7lEstqyqyd110xz5R3kqzR	0.759	0.377	2	-7.874	1	0.0382	0.383	8.15e-05	0.123	0.34	124.934	165283	4	v-pop
41qCPMY2yhelj8Dubjjft7	0.81	0.427	0	-12.213	0	0.087	0.727	0.00115	0.119	0.723	149.983	195200	1	v-pop
6bvZRLLkBKkmgpBJTTj3QK	0.813	0.787	11	-4.254	1	0.0777	0.0452	0.000107	0.0506	0.326	130.018	180956	4	k-pop
0hFTqyu0ZkpKI0Ar8jOyZT	0.781	0.403	1	-9.687	0	0.0717	0.403	0	0.174	0.434	99.95	219336	4	v-pop
33weHbON0j21ZPUMc0ZKTt	0.648	0.49	5	-5.757	1	0.0283	0.844	0	0.0997	0.689	80.033	287360	4	v-pop
6ZPdQbvCs8MRZYT8AVobLZ	0.699	0.254	8	-7.929	1	0.0357	0.916	0	0.135	0.461	121.747	190000	4	v-pop
0ReId5SRMspb6ISw0rBsBN	0.947	0.533	0	-7.273	1	0.189	0.185	7.42e-06	0.137	0.21	101.022	193475	4	v-pop
5SWF7kfBZVGLqfUlnq3G3h	0.864	0.649	5	-7.882	1	0.191	0.656	4.04e-06	0.202	0.657	99.968	199200	4	vietnamese hip hop
703QXwWn5KdNaoviarYHAO	0.775	0.828	8	-5.351	0	0.178	0.683	0.000438	0.139	0.739	74.976	252600	4	indie viet
6TzmEcfGDQiYhSCoPxOm2s	0.503	0.407	0	-8.644	0	0.0299	0.861	0	0.0882	0.364	131.679	309011	4	v-pop
02MWAaffLxlfxAUY7c5dvx	0.761	0.525	11	-6.9	1	0.0944	0.44	6.7e-06	0.0921	0.531	80.87	238805	4	gauze pop
1qkkaxdR35A2pDhtLRKrfW	0.512	0.295	8	-10.824	1	0.028	0.852	0.000412	0.0833	0.525	149.776	217200	3	v-pop
7DnAm9FOTWE3cUvso43HhI	0.72	0.706	1	-4.719	1	0.0473	0.0684	0	0.166	0.62	133.002	187436	4	dance pop
3Vkou7q3kIAtS3pR1TqXFK	0.735	0.824	2	-3.483	0	0.054	0.706	0	0.13	0.669	95.972	222250	4	v-pop
0Rx4GFPy8ISxPhRwkjl64b	0.653	0.403	0	-8.279	1	0.0577	0.743	0	0.141	0.398	80.056	216500	4	v-pop
1GMufNnkKAnPLnqKJ5HHxW	0.658	0.732	6	-4.762	1	0.0654	0.00513	0	0.13	0.409	127.995	192765	4	k-pop
3clfEGdaeSmWM6pDekmZ2G	0.531	0.362	8	-8.663	1	0.0698	0.654	9.58e-05	0.0921	0.592	139.47	180500	4	v-pop
39LLxExYz6ewLAcYrzQQyP	0.695	0.884	6	-2.278	0	0.0753	0.0561	0	0.213	0.914	103.014	203808	4	dance pop
0s7RyyUlQfd8mnnboHe18n	0.787	0.658	8	-7.595	1	0.0325	0.65	2.31e-05	0.118	0.475	120.005	222000	4	v-pop
5gF1ovEigsnG32miYUEafF	0.626	0.428	3	-8.746	1	0.0386	0.802	0	0.0754	0.309	130.025	281960	4	v-pop
3FAJ6O0NOHQV8Mc5Ri6ENp	0.449	0.465	0	-8.964	1	0.0791	0.524	1.02e-06	0.303	0.543	89.087	198371	3	pop
5nujrmhLynf4yMoMtj8AQF	0.702	0.825	6	-3.787	0	0.0601	0.00883	0	0.0674	0.915	102.977	203064	4	dance pop
39EXZNMxb4RBHlRjnRaOKp	0.462	0.339	3	-7.943	1	0.025	0.495	8.15e-06	0.0893	0.149	92.106	214259	4	j-division
5vLcKUGXx6dc6aHponXgsy	0.489	0.438	7	-6.905	0	0.0345	0.542	0	0.185	0.169	119.794	280016	4	v-pop
3IMtTktuYLeF2drqnaMYQ4	0.482	0.316	5	-7.944	0	0.0332	0.429	0	0.146	0.119	116.062	334576	4	v-pop
1oFAF1hdPOickyHgbuRjyX	0.65	0.825	0	-4.645	1	0.0325	0.0215	2.44e-05	0.0936	0.593	118.091	191014	4	canadian contemporary r&b
28tufPkTcXmdNqTvi9hsoG	0.699	0.588	9	-6.533	0	0.0402	0.00807	0.000131	0.107	0.35	151.971	199122	4	k-pop
5zH2inEP6THOY8tomr3DdZ	0.776	0.921	2	-3.032	0	0.0382	0.189	0	0.0621	0.598	108.961	199266	4	v-pop
75NgcOsgURBLTPpRzAsxp0	0.5	0.368	9	-8.598	0	0.0333	0.498	0.000462	0.34	0.254	125.509	315305	4	v-pop
