id	name	popularity	available markets	release date	total tracks
4Q0st7hPWvgZZ04okZcDDe	Christmas Jazz 2022	9	95	2022-11-17	72
1Q6uvKGqYq1PBMfOchBkps	The Ultimate Christmas Party Playlist 2022	2	95	2022-11-17	45
4Q0st7hPWvgZZ04okZcDDe	Christmas Jazz 2022	9	95	2022-11-17	72
1Q6uvKGqYq1PBMfOchBkps	The Ultimate Christmas Party Playlist 2022	2	95	2022-11-17	45
1Q6uvKGqYq1PBMfOchBkps	The Ultimate Christmas Party Playlist 2022	2	95	2022-11-17	45
5RZrivX6GuIijYW0A2ippm	Good Person (2022)	49	183	2022-03-05	2
5z6BFXI711HbSAXDjgOAHE	Into The Woods (2022 Broadway Cast Recording)	55	182	2022-09-30	25
5Wl4V0LZt5cl9JIrR3fqTA	Christmas Vibes 2022	15	95	2022-11-15	97
7nII01joxrmJU3KQPLejxV	2022 Rewind	6	181	2022-11-11	70
0NlICeyktPXMFJoj95ocBm	Alternative Hits 2022	8	179	2022-11-11	50
1j8DIcyDZEQylwnLgbULTv	Wintermärchen 2022	2	95	2022-11-15	42
3hgHmK71JKnsbmY46Q8WhP	the alternative 2022	7	182	2022-11-11	50
0TJbHn3Cx2UhILpiinvHlV	Christmas 2022	5	95	2022-11-18	37
0WoQL52aHQmrsjouDVbaWq	Weihnachten 2022	10	95	2022-11-08	100
7nII01joxrmJU3KQPLejxV	2022 Rewind	6	181	2022-11-11	70
5knuXBWenny1xBG6ug66ks	Ultimate Hits (Remastered 2022)	40	182	2022-10-14	25
0xkKzTdvWzS8DA4hzyQijn	Let It Snow 2022	3	95	2022-11-17	85
0xkKzTdvWzS8DA4hzyQijn	Let It Snow 2022	3	95	2022-11-17	85
7nII01joxrmJU3KQPLejxV	2022 Rewind	6	181	2022-11-11	70
0xkKzTdvWzS8DA4hzyQijn	Let It Snow 2022	3	95	2022-11-17	85
3AipZTknRT2FNrt58dMZax	Weihnachtsmusik 2022	11	95	2022-11-15	99
2RDHjxVUPxAJy927qgwiTM	Christmas 2022	12	95	2022-11-15	99
3AipZTknRT2FNrt58dMZax	Weihnachtsmusik 2022	11	95	2022-11-15	99
3AipZTknRT2FNrt58dMZax	Weihnachtsmusik 2022	11	95	2022-11-15	99
5h3yp4glFk8e098g3f0f1E	ASOT 1095 - A State Of Trance Episode 1095	51	183	2022-11-17	51
7nPYMLQJhZAwHFeMcVqsmz	Christmas Swing 2022 | Dean Martin, Frank Sinatra, Nat King Cole, Bing Crosby, Rat Pack & more	12	95	2022-11-15	80
2RDHjxVUPxAJy927qgwiTM	Christmas 2022	12	95	2022-11-15	99
7nPYMLQJhZAwHFeMcVqsmz	Christmas Swing 2022 | Dean Martin, Frank Sinatra, Nat King Cole, Bing Crosby, Rat Pack & more	12	95	2022-11-15	80
3AipZTknRT2FNrt58dMZax	Weihnachtsmusik 2022	11	95	2022-11-15	99
7nPYMLQJhZAwHFeMcVqsmz	Christmas Swing 2022 | Dean Martin, Frank Sinatra, Nat King Cole, Bing Crosby, Rat Pack & more	12	95	2022-11-15	80
7nPYMLQJhZAwHFeMcVqsmz	Christmas Swing 2022 | Dean Martin, Frank Sinatra, Nat King Cole, Bing Crosby, Rat Pack & more	12	95	2022-11-15	80
7nPYMLQJhZAwHFeMcVqsmz	Christmas Swing 2022 | Dean Martin, Frank Sinatra, Nat King Cole, Bing Crosby, Rat Pack & more	12	95	2022-11-15	80
24RyjePRpt7TWooJwAOQm6	Buone Feste di Natale 2022	6	95	2022-11-09	38
2HQ1QwLkpqd5Jn0u5oskim	this was 2022 the hits	16	134	2022-11-11	100
0WaZyW9cCVYUVwlme39iyC	Happy Christmas 2022	1	94	2022-11-20	27
4Q0st7hPWvgZZ04okZcDDe	Christmas Jazz 2022	9	95	2022-11-17	72
4Q0st7hPWvgZZ04okZcDDe	Christmas Jazz 2022	9	95	2022-11-17	72
2La2eFSTlRHHOOYL0DCFR9	Natale Classici 2022	6	3	2022-11-10	30
1B7uQCvD30tJVF3O5pQw6Z	Merry Christmas 2022	4	95	2022-11-18	40
4Q0st7hPWvgZZ04okZcDDe	Christmas Jazz 2022	9	95	2022-11-17	72
4Q0st7hPWvgZZ04okZcDDe	Christmas Jazz 2022	9	95	2022-11-17	72
1B7uQCvD30tJVF3O5pQw6Z	Merry Christmas 2022	4	95	2022-11-18	40
4Q0st7hPWvgZZ04okZcDDe	Christmas Jazz 2022	9	95	2022-11-17	72
1UKMpoHAZlywEwEQFs46wj	Pop Christmas 2022	37	91	2022-10-19	98
692Hr9ucjagwt9XNMVgZF6	Božični Hiti 2022	3	95	2022-11-16	50
1B7uQCvD30tJVF3O5pQw6Z	Merry Christmas 2022	4	95	2022-11-18	40
2La2eFSTlRHHOOYL0DCFR9	Natale Classici 2022	6	3	2022-11-10	30
5CeGjVxZn9dEBaGGjjBiF3	Mega Éxcitos 2022	5	178	2022-11-11	25
0NlICeyktPXMFJoj95ocBm	Alternative Hits 2022	8	179	2022-11-11	50
1APy0Xh9aHsZtYKCu6rZaW	Natale Canzoni in famiglia 2022	4	95	2022-11-09	24
3hgHmK71JKnsbmY46Q8WhP	the alternative 2022	7	182	2022-11-11	50
5igKq468z70vx8D9gD1oSs	Capodanno 2022 Party Time	1	95	2022-11-20	67
5CeGjVxZn9dEBaGGjjBiF3	Mega Éxcitos 2022	5	178	2022-11-11	25
2hftqbjw8Ka5Z4TbawH8UP	Capodanno 2022 Dance Hits	0	95	2022-11-20	52
7zva9wg87euC958GKmscJz	Festa di Capodanno 2022	1	91	2022-11-20	70
5Wl4V0LZt5cl9JIrR3fqTA	Christmas Vibes 2022	15	95	2022-11-15	97
5Wl4V0LZt5cl9JIrR3fqTA	Christmas Vibes 2022	15	95	2022-11-15	97
2RDHjxVUPxAJy927qgwiTM	Christmas 2022	12	95	2022-11-15	99
5tmk33Tf9Fght50ux5n4md	WOTFI 2022 (Original Webseries Soundtrack)	42	183	2022-10-15	2
5Wl4V0LZt5cl9JIrR3fqTA	Christmas Vibes 2022	15	95	2022-11-15	97
2RDHjxVUPxAJy927qgwiTM	Christmas 2022	12	95	2022-11-15	99
5Wl4V0LZt5cl9JIrR3fqTA	Christmas Vibes 2022	15	95	2022-11-15	97
3dU31hUC2CEI1yKSNaH0f1	Goodbye (She Quietly Says) / Watertown [2022 Mix]	46	182	2022-05-06	2
1Q6uvKGqYq1PBMfOchBkps	The Ultimate Christmas Party Playlist 2022	2	95	2022-11-17	45
6tMXhYSWXf3xcbrEQgNckz	Capodanno 2022 Baila! Latin Hits	2	95	2022-11-20	60
0xkKzTdvWzS8DA4hzyQijn	Let It Snow 2022	3	95	2022-11-17	85
0xkKzTdvWzS8DA4hzyQijn	Let It Snow 2022	3	95	2022-11-17	85
0xkKzTdvWzS8DA4hzyQijn	Let It Snow 2022	3	95	2022-11-17	85
0xkKzTdvWzS8DA4hzyQijn	Let It Snow 2022	3	95	2022-11-17	85
3VzaX0xFHyhSWJoLtRwi8w	Time Exposure (Remastered 2022)	41	182	1981-08-01	13
1Q6uvKGqYq1PBMfOchBkps	The Ultimate Christmas Party Playlist 2022	2	95	2022-11-17	45
7nPYMLQJhZAwHFeMcVqsmz	Christmas Swing 2022 | Dean Martin, Frank Sinatra, Nat King Cole, Bing Crosby, Rat Pack & more	12	95	2022-11-15	80
2uKoZMZW6vohzkd5lnYeJ4	Machine (20th Anniversary Edition) [2022 Remaster]	35	183	2001	15
692Hr9ucjagwt9XNMVgZF6	Božični Hiti 2022	3	95	2022-11-16	50
4iBo6y2mmfk8cLKMFq0tco	Cenone di Capodanno 2022 Musica Classica	0	95	2022-11-20	31
6tMXhYSWXf3xcbrEQgNckz	Capodanno 2022 Baila! Latin Hits	2	95	2022-11-20	60
6tMXhYSWXf3xcbrEQgNckz	Capodanno 2022 Baila! Latin Hits	2	95	2022-11-20	60
7ILcxLRAchjzznQVoD0ESK	Classic Christmas Hits 2022	37	95	2022-07-06	32
5lGQpll7vlVM3CLNQcCPTe	Best Of Christmas Songs 2022	6	95	2022-11-15	27
1k9USMUU72nuGK2xivxEWd	Weird: The Al Yankovic Story - Original Soundtrack	46	183	2022-11-04	46
67TXdqM1jPsLtR7Bl2Kl6J	2022 Football Rock Hits	6	95	2022-11-15	37
6tMXhYSWXf3xcbrEQgNckz	Capodanno 2022 Baila! Latin Hits	2	95	2022-11-20	60
6tMXhYSWXf3xcbrEQgNckz	Capodanno 2022 Baila! Latin Hits	2	95	2022-11-20	60
2k9FuG5GyW61y2a0j4R3vP	Walt Disney Records The Legacy Collection: Aladdin	51	181	2022-09-16	51
5igKq468z70vx8D9gD1oSs	Capodanno 2022 Party Time	1	95	2022-11-20	67
2hh6Hro3neoVKgxuSt1arf	Capodanno 80's Party 2022	0	88	2022-11-20	39
7zva9wg87euC958GKmscJz	Festa di Capodanno 2022	1	91	2022-11-20	70
1Q6uvKGqYq1PBMfOchBkps	The Ultimate Christmas Party Playlist 2022	2	95	2022-11-17	45
0WaZyW9cCVYUVwlme39iyC	Happy Christmas 2022	1	94	2022-11-20	27
2SFKqoZuBpOzhu4zcG9ATE	The Age of Love 2022	48	182	2022-10-14	1
1j8DIcyDZEQylwnLgbULTv	Wintermärchen 2022	2	95	2022-11-15	42
4O0noIPlmEkVFvyj7TOKpA	Actual Life 3 (January 1 - September 9 2022)	63	182	2022-11-02	13
3frq9YlxBm3yQB4M0F34LD	Christmas Classics 2022	3	95	2022-11-11	30
4i4ZLqZMhHqD3Wkl04yq4u	Thizzler Cypher 2022	46	183	2022-07-06	6
67TXdqM1jPsLtR7Bl2Kl6J	2022 Football Rock Hits	6	95	2022-11-15	37
5igKq468z70vx8D9gD1oSs	Capodanno 2022 Party Time	1	95	2022-11-20	67
7zva9wg87euC958GKmscJz	Festa di Capodanno 2022	1	91	2022-11-20	70
2hftqbjw8Ka5Z4TbawH8UP	Capodanno 2022 Dance Hits	0	95	2022-11-20	52
3jdOgsGCO9oztx1XMeEYMq	X-Mas Party 2022	10	174	2022-11-11	57
3bxxma5xoyxqMaE3l4YHl5	Star Guardian 2022 (Official Orchestral Theme)	37	183	2022-06-21	1
0WoQL52aHQmrsjouDVbaWq	Weihnachten 2022	10	95	2022-11-08	100
5igKq468z70vx8D9gD1oSs	Capodanno 2022 Party Time	1	95	2022-11-20	67
3frq9YlxBm3yQB4M0F34LD	Christmas Classics 2022	3	95	2022-11-11	30
2hftqbjw8Ka5Z4TbawH8UP	Capodanno 2022 Dance Hits	0	95	2022-11-20	52
0TJbHn3Cx2UhILpiinvHlV	Christmas 2022	5	95	2022-11-18	37
7C221PnWhYGv8Tc0xSbfdc	Revolver (Super Deluxe)	68	182	2022-10-28	63
6J75Uzqa5JtPX6R2o8ak3l	Tik Tock Hits 2022	46	95	2022-01-31	36
3AipZTknRT2FNrt58dMZax	Weihnachtsmusik 2022	11	95	2022-11-15	99
3AipZTknRT2FNrt58dMZax	Weihnachtsmusik 2022	11	95	2022-11-15	99
2hftqbjw8Ka5Z4TbawH8UP	Capodanno 2022 Dance Hits	0	95	2022-11-20	52
5igKq468z70vx8D9gD1oSs	Capodanno 2022 Party Time	1	95	2022-11-20	67
5igKq468z70vx8D9gD1oSs	Capodanno 2022 Party Time	1	95	2022-11-20	67
18YWp9F7KWU8cYFSA7o80m	Christmas 2022 Songs	4	95	2022-11-18	25
692Hr9ucjagwt9XNMVgZF6	Božični Hiti 2022	3	95	2022-11-16	50
6tMXhYSWXf3xcbrEQgNckz	Capodanno 2022 Baila! Latin Hits	2	95	2022-11-20	60
3eWcXbAhQf8rniTQ7u2JDB	Estrellita De Madrugada (Ft. Daddy Yankee)	53	183	2022-08-26	3
7zva9wg87euC958GKmscJz	Festa di Capodanno 2022	1	91	2022-11-20	70
0WaZyW9cCVYUVwlme39iyC	Happy Christmas 2022	1	94	2022-11-20	27
5EEfidbWdZNVnf8NptqvHJ	Christmas Party 2022	7	174	2022-11-11	27
2hh6Hro3neoVKgxuSt1arf	Capodanno 80's Party 2022	0	88	2022-11-20	39
5igKq468z70vx8D9gD1oSs	Capodanno 2022 Party Time	1	95	2022-11-20	67
5igKq468z70vx8D9gD1oSs	Capodanno 2022 Party Time	1	95	2022-11-20	67
2AHIOS6tXFaRRvtgTESZfa	Falling Stars (2022)	43	182	2022-05-06	1
1B7uQCvD30tJVF3O5pQw6Z	Merry Christmas 2022	4	95	2022-11-18	40
1B7uQCvD30tJVF3O5pQw6Z	Merry Christmas 2022	4	95	2022-11-18	40
1B7uQCvD30tJVF3O5pQw6Z	Merry Christmas 2022	4	95	2022-11-18	40
1uhNDQ24SrZf0PyTzGaFv8	Spring Break 2022: Country Favourites	38	95	2022-03-14	49
1YnYdZrfgtie2NvTsNUAIQ	Heartbroken 2022	47	182	2022-06-27	1
5Wl4V0LZt5cl9JIrR3fqTA	Christmas Vibes 2022	15	95	2022-11-15	97
3HgoCO9wWuPcNhz8Ip4C46	‘The ReVe Festival 2022 - Feel My Rhythm’	65	183	2022-03-21	6
5Wl4V0LZt5cl9JIrR3fqTA	Christmas Vibes 2022	15	95	2022-11-15	97
0xkKzTdvWzS8DA4hzyQijn	Let It Snow 2022	3	95	2022-11-17	85
7nPYMLQJhZAwHFeMcVqsmz	Christmas Swing 2022 | Dean Martin, Frank Sinatra, Nat King Cole, Bing Crosby, Rat Pack & more	12	95	2022-11-15	80
7nPYMLQJhZAwHFeMcVqsmz	Christmas Swing 2022 | Dean Martin, Frank Sinatra, Nat King Cole, Bing Crosby, Rat Pack & more	12	95	2022-11-15	80
7nII01joxrmJU3KQPLejxV	2022 Rewind	6	181	2022-11-11	70
7nPYMLQJhZAwHFeMcVqsmz	Christmas Swing 2022 | Dean Martin, Frank Sinatra, Nat King Cole, Bing Crosby, Rat Pack & more	12	95	2022-11-15	80
7nPYMLQJhZAwHFeMcVqsmz	Christmas Swing 2022 | Dean Martin, Frank Sinatra, Nat King Cole, Bing Crosby, Rat Pack & more	12	95	2022-11-15	80
7nPYMLQJhZAwHFeMcVqsmz	Christmas Swing 2022 | Dean Martin, Frank Sinatra, Nat King Cole, Bing Crosby, Rat Pack & more	12	95	2022-11-15	80
5VM8S1KsRwI3JEIXMtk6v1	Capodanno Disco Dancing Party 2022	0	88	2022-11-20	24
4iBo6y2mmfk8cLKMFq0tco	Cenone di Capodanno 2022 Musica Classica	0	95	2022-11-20	31
4iBo6y2mmfk8cLKMFq0tco	Cenone di Capodanno 2022 Musica Classica	0	95	2022-11-20	31
4iBo6y2mmfk8cLKMFq0tco	Cenone di Capodanno 2022 Musica Classica	0	95	2022-11-20	31
4iBo6y2mmfk8cLKMFq0tco	Cenone di Capodanno 2022 Musica Classica	0	95	2022-11-20	31
4iBo6y2mmfk8cLKMFq0tco	Cenone di Capodanno 2022 Musica Classica	0	95	2022-11-20	31
4iBo6y2mmfk8cLKMFq0tco	Cenone di Capodanno 2022 Musica Classica	0	95	2022-11-20	31
4iBo6y2mmfk8cLKMFq0tco	Cenone di Capodanno 2022 Musica Classica	0	95	2022-11-20	31
4iBo6y2mmfk8cLKMFq0tco	Cenone di Capodanno 2022 Musica Classica	0	95	2022-11-20	31
7zva9wg87euC958GKmscJz	Festa di Capodanno 2022	1	91	2022-11-20	70
3fNVrWvWbHyVR1IsmJkUQP	Capodanno 2022 successi italiani	3	91	2022-11-18	61
3s6JvkRZ7DPCFqqu8ssOHm	Musica di Natale per bambini 2022	5	94	2022-11-15	31
3fNVrWvWbHyVR1IsmJkUQP	Capodanno 2022 successi italiani	3	91	2022-11-18	61
69tpCFA80jyssTOIHDQQO8	Capodanno 2022 Pop Hits	0	89	2022-11-22	88
69tpCFA80jyssTOIHDQQO8	Capodanno 2022 Pop Hits	0	89	2022-11-22	88
1k9USMUU72nuGK2xivxEWd	Weird: The Al Yankovic Story - Original Soundtrack	46	183	2022-11-04	46
3fNVrWvWbHyVR1IsmJkUQP	Capodanno 2022 successi italiani	3	91	2022-11-18	61
69tpCFA80jyssTOIHDQQO8	Capodanno 2022 Pop Hits	0	89	2022-11-22	88
69tpCFA80jyssTOIHDQQO8	Capodanno 2022 Pop Hits	0	89	2022-11-22	88
0WoQL52aHQmrsjouDVbaWq	Weihnachten 2022	10	95	2022-11-08	100
57On4WC4VZAEp62QGLeqI3	SMILE (Remastered 2022)	42	183	2001	10
3AipZTknRT2FNrt58dMZax	Weihnachtsmusik 2022	11	95	2022-11-15	99
5lGQpll7vlVM3CLNQcCPTe	Best Of Christmas Songs 2022	6	95	2022-11-15	27
1APy0Xh9aHsZtYKCu6rZaW	Natale Canzoni in famiglia 2022	4	95	2022-11-09	24
24RyjePRpt7TWooJwAOQm6	Buone Feste di Natale 2022	6	95	2022-11-09	38
1APy0Xh9aHsZtYKCu6rZaW	Natale Canzoni in famiglia 2022	4	95	2022-11-09	24
1pVDyIhEeVDBQjZYO67ytl	KIDZ BOP 2022	63	152	2021-10-22	48
3hgHmK71JKnsbmY46Q8WhP	the alternative 2022	7	182	2022-11-11	50
3hgHmK71JKnsbmY46Q8WhP	the alternative 2022	7	182	2022-11-11	50
0NlICeyktPXMFJoj95ocBm	Alternative Hits 2022	8	179	2022-11-11	50
6SUNBtxid3iF70ordzeeLu	Capodanno 2022 Canzoni per bambini	0	81	2022-11-20	60
3AipZTknRT2FNrt58dMZax	Weihnachtsmusik 2022	11	95	2022-11-15	99
24RyjePRpt7TWooJwAOQm6	Buone Feste di Natale 2022	6	95	2022-11-09	38
2hftqbjw8Ka5Z4TbawH8UP	Capodanno 2022 Dance Hits	0	95	2022-11-20	52
7C221PnWhYGv8Tc0xSbfdc	Revolver (Super Deluxe)	68	182	2022-10-28	63
24RyjePRpt7TWooJwAOQm6	Buone Feste di Natale 2022	6	95	2022-11-09	38
24RyjePRpt7TWooJwAOQm6	Buone Feste di Natale 2022	6	95	2022-11-09	38
6tMXhYSWXf3xcbrEQgNckz	Capodanno 2022 Baila! Latin Hits	2	95	2022-11-20	60
692Hr9ucjagwt9XNMVgZF6	Božični Hiti 2022	3	95	2022-11-16	50
2La2eFSTlRHHOOYL0DCFR9	Natale Classici 2022	6	3	2022-11-10	30
0WaZyW9cCVYUVwlme39iyC	Happy Christmas 2022	1	94	2022-11-20	27
2hftqbjw8Ka5Z4TbawH8UP	Capodanno 2022 Dance Hits	0	95	2022-11-20	52
3s6JvkRZ7DPCFqqu8ssOHm	Musica di Natale per bambini 2022	5	94	2022-11-15	31
69tpCFA80jyssTOIHDQQO8	Capodanno 2022 Pop Hits	0	89	2022-11-22	88
18YWp9F7KWU8cYFSA7o80m	Christmas 2022 Songs	4	95	2022-11-18	25
5Wl4V0LZt5cl9JIrR3fqTA	Christmas Vibes 2022	15	95	2022-11-15	97
1Q6uvKGqYq1PBMfOchBkps	The Ultimate Christmas Party Playlist 2022	2	95	2022-11-17	45
69tpCFA80jyssTOIHDQQO8	Capodanno 2022 Pop Hits	0	89	2022-11-22	88
6gM006pkF6oxx4ahlnn3fN	Kids Christmas 2022	2	95	2022-11-10	27
6gM006pkF6oxx4ahlnn3fN	Kids Christmas 2022	2	95	2022-11-10	27
7nII01joxrmJU3KQPLejxV	2022 Rewind	6	181	2022-11-11	70
3hgHmK71JKnsbmY46Q8WhP	the alternative 2022	7	182	2022-11-11	50
6gM006pkF6oxx4ahlnn3fN	Kids Christmas 2022	2	95	2022-11-10	27
5Wl4V0LZt5cl9JIrR3fqTA	Christmas Vibes 2022	15	95	2022-11-15	97
3s6JvkRZ7DPCFqqu8ssOHm	Musica di Natale per bambini 2022	5	94	2022-11-15	31
3s6JvkRZ7DPCFqqu8ssOHm	Musica di Natale per bambini 2022	5	94	2022-11-15	31
0zR5MvLOfhpjBjrgnnUrpX	Burn Bright	45	182	2022-02-18	21
2hh6Hro3neoVKgxuSt1arf	Capodanno 80's Party 2022	0	88	2022-11-20	39
4oEVFKmJKkgmU0zKfq5sVC	Santa Baby - Christmas 2022	12	95	2022-11-08	80
7zva9wg87euC958GKmscJz	Festa di Capodanno 2022	1	91	2022-11-20	70
4CnAmH7lC1pdSGjN3vfahA	Top Christmas Songs 2022	12	95	2022-11-15	80
7zva9wg87euC958GKmscJz	Festa di Capodanno 2022	1	91	2022-11-20	70
0xkKzTdvWzS8DA4hzyQijn	Let It Snow 2022	3	95	2022-11-17	85
5igKq468z70vx8D9gD1oSs	Capodanno 2022 Party Time	1	95	2022-11-20	67
0xkKzTdvWzS8DA4hzyQijn	Let It Snow 2022	3	95	2022-11-17	85
57N0woWwsqPA3DyLhcv8iW	Universal Heartbeat 2022	11	95	2022-11-14	36
57N0woWwsqPA3DyLhcv8iW	Universal Heartbeat 2022	11	95	2022-11-14	36
2RDHjxVUPxAJy927qgwiTM	Christmas 2022	12	95	2022-11-15	99
1ZfJoIH7xVP4DvFy2roaN9	Best of 2022	45	95	2022-10-04	24
4DCIc6AsRGKdKLh2bDfQr0	Pure Acoustic 2022	41	95	2022-03-18	40
692Hr9ucjagwt9XNMVgZF6	Božični Hiti 2022	3	95	2022-11-16	50
7nII01joxrmJU3KQPLejxV	2022 Rewind	6	181	2022-11-11	70
16NHNs15w1bpkFiBOUgDaB	7G	45	183	2020-08-12	49
5XmhHMj5LZLWo32aA6ntKE	Oh, Inverted World (20th Anniversary Remaster)	60	183	2001-06-19	11
1A3nVEWRJ8yvlPzawHI1pQ	Father of the Bride	58	183	2019-05-03	18
7ez8WRX4sGhKHZryJPJCNg	Teaser And The Firecat (Remastered 2021)	65	183	1971-10-01	10
72TjwUTbv8m606I5SEASqZ	40:42	21	183	2021-02-04	2
1HAKSvo3EbyOKQITjYYURc	2021 Freestyle - GC PRESENTS	27	183	2021-01-27	1
7ez8WRX4sGhKHZryJPJCNg	Teaser And The Firecat (Remastered 2021)	65	183	1971-10-01	10
1d0uBY1kZF18Y3dRwCzafa	Hits 2021 (Mashup)	55	183	2022-01-21	1
2k5YAxjmAD3DmYtmlrY64p	Maxwell's Urban Hang Suite	57	183	1996-04-02	12
6YjGFGvxaNPwD2sQjECHSX	Memories (feat. Kid Cudi) [2021 Remix]	61	183	2021-01-08	2
4ffgttI9dtiW8lWDJ8uM5i	2021	32	183	2020-12-31	1
6iEs6clt0QoAW4y0dzd3JH	Physical (Deluxe Edition)	57	183	1981	31
6s84u2TUpR3wdUv4NgKA2j	SOUR	89	183	2021-05-21	11
4ns4vxdkk4PdkneLNfJL52	Theatre of Pain (2021 - Remaster)	57	182	1985-06-21	10
2Hjcfw8zHN4dJDZJGOzLd6	MONTERO (Call Me By Your Name)	67	183	2021-03-31	3
7ez8WRX4sGhKHZryJPJCNg	Teaser And The Firecat (Remastered 2021)	65	183	1971-10-01	10
2qJw6w5XwQO0PQlSWPu7Tw	Chosen	76	183	2017-12-08	7
2Y7fURPZCCr4iZIrM2S3dR	Lean Into It (30th Anniversary Edition)	58	183	1991	24
6s84u2TUpR3wdUv4NgKA2j	SOUR	89	183	2021-05-21	11
4RLIesiAVONV4fOUlOSmr4	This Year's Model (2021 Remaster)	53	183	1978-03-17	14
1OnzqJTL9bwe4kvaLxRYxt	Kiss Me More (feat. SZA)	69	182	2021-04-09	1
1Fp478AmKwBqir62ZIcbwB	2021 Freestyle (Live from The Pergola)	6	183	2022-11-08	1
5XmhHMj5LZLWo32aA6ntKE	Oh, Inverted World (20th Anniversary Remaster)	60	183	2001-06-19	11
5dGWwsZ9iB2Xc3UKR0gif2	Justice	83	183	2021-03-19	16
3Ul8Nyuzr2AEwE8iSrQepC	Now	51	183	2001-08-14	11
04m06KhJUuwe1Q487puIud	Levitating (feat. DaBaby)	65	178	2020-10-01	1
2k5YAxjmAD3DmYtmlrY64p	Maxwell's Urban Hang Suite	57	183	1996-04-02	12
00wSTrFxoSzA7eeS1UxHgd	Sin Miedo (del Amor y Otros Demonios) ∞	73	183	2020-12-04	13
5bUzsnUjk6NHrdF67fsRyx	Bang Bang Bang Bang 2021	52	183	2021-02-19	2
2fyOpT5c9kxR8zbDh6UtXh	Save Your Tears (Remix)	71	183	2021-04-23	1
1YF1hAfo9oDDOiWDTPK7jX	Floral LP	27	183	2020-02-15	9
7ez8WRX4sGhKHZryJPJCNg	Teaser And The Firecat (Remastered 2021)	65	183	1971-10-01	10
4yP0hdKOZPNshxUOjY0cZj	After Hours	87	183	2020-03-20	14
0kmPn6M3cue7rec6Unw6BD	You Will Never Know Why (2021 Remaster)	49	183	2009	17
4QLAtpLNUsHEYrcHXmMIZZ	STAY (with Justin Bieber)	76	182	2021-07-09	1
5bfpRtBW7RNRdsm3tRyl3R	Dreamland	72	183	2020-08-07	16
3dn2in6doTc6zfA0G2UFDZ	2021 Winter SMTOWN : SMCU EXPRESS	59	183	2021-12-27	10
6pOiDiuDQqrmo5DbG0ZubR	MONTERO	81	183	2021-09-17	15
6Nvueg4HXih5kG4kQrCZ6Q	True Clarity	39	183	2020-12-25	17
3Ul8Nyuzr2AEwE8iSrQepC	Now	51	183	2001-08-14	11
52u4anZbHd6UInnmHRFzba	Please Excuse Me for Being Antisocial	74	183	2019-12-06	16
0TEPF8KrRwtxPj7NeEdzul	2021 Barbie Girl	25	183	2021-03-25	1
09OlQwwN1ljdHCrNPLegbx	Aquel niño (2021)	43	183	2021-02-25	1
7vus4Q8r5DS2Dl1JClxEsA	Astronaut In The Ocean	66	182	2021-01-06	1
5MoABbHznJUM1jwGlJqmLl	Cherry Tree (2021 Remaster)	47	183	2004-07-19	7
7KSf6p0G0mZd7j60etVTwT	Hall of Fame	75	183	2021-06-11	20
5eU8DCQKzpinsnzAAJwlbf	KIDZ BOP 2021	55	153	2020-10-23	44
32iAEBstCjauDhyKpGjTuq	=	83	183	2021-10-29	14
3Qxg5Ez4cVkRu4ITsDDgbD	2021 World Championship Theme	27	183	2021-09-20	1
5eU8DCQKzpinsnzAAJwlbf	KIDZ BOP 2021	55	153	2020-10-23	44
1YgekJJTEueWDaMr7BYqPk	An Evening With Silk Sonic	77	183	2021-11-11	10
4mFFAzJgZ9886aTrcJC62R	White Noise	58	183	2017-05-07	40
6s84u2TUpR3wdUv4NgKA2j	SOUR	89	183	2021-05-21	11
4o55hAglt85Gr9mwtBB6BQ	2021	17	183	2022-09-16	1
3U1Vm0GvTo1qjc42WTDNT9	Butterfly 2021	43	183	2021-10-01	1
270o30h7cAlEhBnbuSpFZq	El Dorado	73	183	2021-03-26	13
34ra2lYORSjzzupmCDKz46	ENTROPÍA	63	183	2021-03-12	11
5XmhHMj5LZLWo32aA6ntKE	Oh, Inverted World (20th Anniversary Remaster)	60	183	2001-06-19	11
1eVrpJbHRLBbioB9sb5b94	LIVE LIFE FAST	67	183	2021-12-17	18
6m2Lew9fzZPIXJfjsHKsQG	2021	23	183	2021-04-09	1
4aPDMXB1iIG0ZTy9MkOMFb	2019 - 2021	57	182	2021-07-08	50
781cKhbTPwLnPmo9BALQl7	Good Days	70	183	2020-12-25	1
6EyH9SansBLbZyrzNW7RTx	One of One	14	183	2022-10-27	13
5eA0qtE7Yu29XiMlwoby2G	Nevermind (30th Anniversary Super Deluxe)	57	171	2021-11-12	75
3euz4vS7ezKGnNSwgyvKcd	Positions	80	183	2020-10-30	14
3Xa521oq3BPNlL3xgquIef	2021 in 21 MEMES (in 2:21)	21	183	2021-12-21	1
260iH4R6MRNcDQ79106Icv	lofi study 2021	57	183	2021-01-01	5
6pOiDiuDQqrmo5DbG0ZubR	MONTERO	81	183	2021-09-17	15
6uEzgIGDVyYfx0yyfON43T	Romances de una Nota 2021, Vol.2	55	183	2021-10-14	18
6v3mBUMjarq34pFwlXUKrl	If I Am Only My Thoughts	56	183	2020-01-31	11
5XmhHMj5LZLWo32aA6ntKE	Oh, Inverted World (20th Anniversary Remaster)	60	183	2001-06-19	11
1zHR48K6XtWYm6bhrw4J6C	TAKE TIME	76	183	2020-03-27	8
